event,id,time,converted_time,decision_time_SEC,n_favorited,n_diversity,n_genres,book_position,book_id,experiment_finished,book_gender,user_favorite_gender_1,user_favorite_gender_2,user_favorite_gender_3,user_favorite_gender_4,user_favorite_gender_5,user_favorite_gender_6,hybrid_nudge,influencer_nudge,increase_salience_nudge,loss_aversion_nudge,book_title,city
User Selected Preferred Genres,0002fcbd-fe0c-4b71-99b6-d24f99a89dbc,1646014922,28/02/2022 07:52:02,,5,2,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Belém
Recommendation Added To Favorites List,0002fcbd-fe0c-4b71-99b6-d24f99a89dbc,1646014943,28/02/2022 07:52:23,21,,,,5,161,,Terror,Fantasia,Juvenil,Romance,Suspense,,,,,55% dos leitores deram 5★,,A estrada da noite – Edição Luxo,Belém
Recommendation Added To Favorites List,0002fcbd-fe0c-4b71-99b6-d24f99a89dbc,1646014948,28/02/2022 07:52:28,26,,,,8,87,,Romance,Fantasia,Juvenil,Romance,Suspense,,,,,,,Amor & Gelato,Belém
Recommendation Added To Favorites List,0002fcbd-fe0c-4b71-99b6-d24f99a89dbc,1646014951,28/02/2022 07:52:31,29,,,,10,33,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,Aristóteles e Dante descobrem os segredos do Universo: 1,Belém
Recommendation Added To Favorites List,0002fcbd-fe0c-4b71-99b6-d24f99a89dbc,1646014934,28/02/2022 07:52:14,12,,,,3,148,,Terror,Fantasia,Juvenil,Romance,Suspense,,,92% dos leitores gostaram,,,,Drácula - Dark Edition: Edição limitada para caçadores de vampiros,Belém
Recommendation Added To Favorites List,0002fcbd-fe0c-4b71-99b6-d24f99a89dbc,1646014937,28/02/2022 07:52:17,15,,,,2,107,,Romance,Fantasia,Juvenil,Romance,Suspense,,,,,,,"Os Bridgertons, um amor de família: Guia oficial de Lady Whistledown",Belém
Last Position,0002fcbd-fe0c-4b71-99b6-d24f99a89dbc,,,,,,,10,,,,,,,,,,,,,,,
First App Open,0002fcbd-fe0c-4b71-99b6-d24f99a89dbc,1646014892,28/02/2022 07:51:32,,,,,,,,,,,,,,,,,,,,Belém
Experiment Ended,0002fcbd-fe0c-4b71-99b6-d24f99a89dbc,1646014951,28/02/2022 07:52:31,,,,,,,TRUE,,,,,,,,,,,,,Belém
User Selected Preferred Genres,00116bf8-b3f5-4e61-8a57-51603bcd71cb,1645470757,22/02/2022 00:42:37,,5,4,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Para de Minas
Recommendation Added To Favorites List,00116bf8-b3f5-4e61-8a57-51603bcd71cb,1645470817,22/02/2022 00:43:37,60,,,,11,72,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,,,85% dos leitores gostaram,,,,"Ame pessoas, use coisas",Para de Minas
Recommendation Added To Favorites List,00116bf8-b3f5-4e61-8a57-51603bcd71cb,1645470811,22/02/2022 00:43:31,54,,,,9,64,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,,,,,,Favoritado 17 vezes hoje!,ARQUIVOS SERIAL KILLERS – LIMITED EDITION,Para de Minas
Recommendation Added To Favorites List,00116bf8-b3f5-4e61-8a57-51603bcd71cb,1645470834,22/02/2022 00:43:54,77,,,,16,36,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,Corte de chamas prateadas (Vol. 4 Corte de espinhos e rosas) – Edição de colecionador,Para de Minas
Recommendation Added To Favorites List,00116bf8-b3f5-4e61-8a57-51603bcd71cb,1645470857,22/02/2022 00:44:17,100,,,,19,148,,Terror,Fantasia,Juvenil,Romance,Suspense,,,92% dos leitores gostaram,,,,Drácula - Dark Edition: Edição limitada para caçadores de vampiros,Para de Minas
Recommendation Added To Favorites List,00116bf8-b3f5-4e61-8a57-51603bcd71cb,1645470855,22/02/2022 00:44:15,98,,,,21,61,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,,,,,91% dos leitores deram 5★,,Serial Killers - Anatomia do Mal: Entre na mente dos psicopatas,Para de Minas
Last Position,00116bf8-b3f5-4e61-8a57-51603bcd71cb,,,,,,,23,,,,,,,,,,,,,,,
First App Open,00116bf8-b3f5-4e61-8a57-51603bcd71cb,1645470729,22/02/2022 00:42:09,,,,,,,,,,,,,,,,,,,,Para de Minas
Experiment Ended,00116bf8-b3f5-4e61-8a57-51603bcd71cb,1645470857,22/02/2022 00:44:17,,,,,,,TRUE,,,,,,,,,,,,,Para de Minas
User Selected Preferred Genres,005009d8-f8ae-4cd0-b8b5-aa922a7f3965,1646035090,28/02/2022 13:28:10,,5,1,1,,,,,Fantasia,,,,,,,,,,,Laguna
Recommendation Added To Favorites List,005009d8-f8ae-4cd0-b8b5-aa922a7f3965,1646035168,28/02/2022 13:29:28,78,564313,,,8,14,,Fantasia,Fantasia,,,,,,,,,,A Fonte,Laguna
Recommendation Added To Favorites List,005009d8-f8ae-4cd0-b8b5-aa922a7f3965,1646035090,28/02/2022 13:28:10,0,-78,,,1,64,,Não Ficção,Fantasia,,,,,,,,,Favoritado 17 vezes hoje!,ARQUIVOS SERIAL KILLERS – LIMITED EDITION,Laguna
Recommendation Added To Favorites List,005009d8-f8ae-4cd0-b8b5-aa922a7f3965,1646035136,28/02/2022 13:28:56,46,564279,,,6,8,,Fantasia,Fantasia,,,,,,,,,,Harry Potter e a Pedra Filosofal - Edição Ilustrada,Laguna
Recommendation Added To Favorites List,005009d8-f8ae-4cd0-b8b5-aa922a7f3965,1646035090,28/02/2022 13:28:10,0,0,,,2,24,,Fantasia,Fantasia,,,,,,,,,,O Conto da Aia,Laguna
Recommendation Added To Favorites List,005009d8-f8ae-4cd0-b8b5-aa922a7f3965,1646035122,28/02/2022 13:28:42,32,32,,,4,22,,Fantasia,Fantasia,,,,,,,,,,Vingadores: Guerra Infinita - A Jornada dos Heróis,Laguna
Last Position,005009d8-f8ae-4cd0-b8b5-aa922a7f3965,,,,,,,8,,,,,,,,,,,,,,,
First App Open,005009d8-f8ae-4cd0-b8b5-aa922a7f3965,1646035058,28/02/2022 13:27:38,,,,,,,,,,,,,,,,,,,,Laguna
Experiment Ended,005009d8-f8ae-4cd0-b8b5-aa922a7f3965,1646035168,28/02/2022 13:29:28,,,,,,,TRUE,,,,,,,,,,,,,Laguna
User Selected Preferred Genres,0060a8a6-f873-4d3a-a845-f323453af839,1646056118,28/02/2022 19:18:38,,5,3,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,Rio Grande
Recommendation Added To Favorites List,0060a8a6-f873-4d3a-a845-f323453af839,1646056286,28/02/2022 19:21:26,168,21228,,,12,23,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,A Princesa Prometida,Rio Grande
Recommendation Added To Favorites List,0060a8a6-f873-4d3a-a845-f323453af839,1646056310,28/02/2022 19:21:50,192,21252,,,13,67,,Não Ficção,Fantasia,Romance,Suspense,,,,,,92% dos leitores deram 5★,,Box Memórias da Segunda Guerra Mundial,Rio Grande
Recommendation Added To Favorites List,0060a8a6-f873-4d3a-a845-f323453af839,1646056235,28/02/2022 19:20:35,117,-51,,,5,146,,Terror,Fantasia,Romance,Suspense,,,,,,Virou filme!,,It: A coisa,Rio Grande
Recommendation Added To Favorites List,0060a8a6-f873-4d3a-a845-f323453af839,1646056215,28/02/2022 19:20:15,97,21047,,,23,53,,Juvenil,Fantasia,Romance,Suspense,,,,,Indicado por Emma Watson,,,O Ódio que Você Semeia,Rio Grande
Recommendation Added To Favorites List,0060a8a6-f873-4d3a-a845-f323453af839,1646056229,28/02/2022 19:20:29,111,14,,,0,21,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,Os reis do Wyld,Rio Grande
Last Position,0060a8a6-f873-4d3a-a845-f323453af839,,,,,,,23,,,,,,,,,,,,,,,
First App Open,0060a8a6-f873-4d3a-a845-f323453af839,1646056071,28/02/2022 19:17:51,,,,,,,,,,,,,,,,,,,,Rio Grande
Experiment Ended,0060a8a6-f873-4d3a-a845-f323453af839,1646056310,28/02/2022 19:21:50,,,,,,,TRUE,,,,,,,,,,,,,Rio Grande
User Selected Preferred Genres,012bae56-2691-4125-8d7c-dddd7e4ab8ca,1646079758,01/03/2022 01:52:38,,5,2,2,,,,,Fantasia,Romance,,,,,,,,,,Feira de Santana
Recommendation Added To Favorites List,012bae56-2691-4125-8d7c-dddd7e4ab8ca,1646079817,01/03/2022 01:53:37,59,,,,10,113,,Romance,Fantasia,Romance,,,,,,,,,Daisy Jones & The Six,Feira de Santana
Recommendation Added To Favorites List,012bae56-2691-4125-8d7c-dddd7e4ab8ca,1646079809,01/03/2022 01:53:29,51,,,,19,39,,Juvenil,Fantasia,Romance,,,,,85% dos leitores gostaram,,,,O príncipe cruel (Vol. 1 O Povo do Ar),Feira de Santana
Recommendation Added To Favorites List,012bae56-2691-4125-8d7c-dddd7e4ab8ca,1646079787,01/03/2022 01:53:07,29,,,,18,90,,Romance,Fantasia,Romance,,,,,,,,,Teto Para Dois,Feira de Santana
Recommendation Added To Favorites List,012bae56-2691-4125-8d7c-dddd7e4ab8ca,1646079823,01/03/2022 01:53:43,65,,,,20,1,,Fantasia,Fantasia,Romance,,,,,,,,,Trono de vidro (Vol. 1),Feira de Santana
Recommendation Added To Favorites List,012bae56-2691-4125-8d7c-dddd7e4ab8ca,1646079800,01/03/2022 01:53:20,42,,,,13,116,,Suspense,Fantasia,Romance,,,,,,,Virou série de tv na Netflix!,,Um de nós está mentindo,Feira de Santana
Last Position,012bae56-2691-4125-8d7c-dddd7e4ab8ca,,,,,,,23,,,,,,,,,,,,,,,
First App Open,012bae56-2691-4125-8d7c-dddd7e4ab8ca,1646079731,01/03/2022 01:52:11,,,,,,,,,,,,,,,,,,,,Feira de Santana
Experiment Ended,012bae56-2691-4125-8d7c-dddd7e4ab8ca,1646079823,01/03/2022 01:53:43,,,,,,,TRUE,,,,,,,,,,,,,Feira de Santana
User Selected Preferred Genres,02d6429c-540c-4272-8e72-bedb0811f07c,1645900563,27/02/2022 00:06:03,,5,0,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Jacareí
Recommendation Added To Favorites List,02d6429c-540c-4272-8e72-bedb0811f07c,1645900611,27/02/2022 00:06:51,48,,,,0,92,,Romance,Fantasia,Juvenil,Romance,,,,,,,,"novembro, 9",Jacareí
Recommendation Added To Favorites List,02d6429c-540c-4272-8e72-bedb0811f07c,1645900631,27/02/2022 00:07:11,68,,,,10,2,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,Como o Rei de Elfhame aprendeu a odiar histórias,Jacareí
Recommendation Added To Favorites List,02d6429c-540c-4272-8e72-bedb0811f07c,1645900583,27/02/2022 00:06:23,20,,,,16,30,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Coraline - Acompanha marcador de páginas especial,Jacareí
Recommendation Added To Favorites List,02d6429c-540c-4272-8e72-bedb0811f07c,1645900573,27/02/2022 00:06:13,10,,,,6,6,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,Sombra e Ossos,Jacareí
Recommendation Added To Favorites List,02d6429c-540c-4272-8e72-bedb0811f07c,1645900621,27/02/2022 00:07:01,58,,,,8,49,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Última parada,Jacareí
Last Position,02d6429c-540c-4272-8e72-bedb0811f07c,,,,,,,23,,,,,,,,,,,,,,,
First App Open,02d6429c-540c-4272-8e72-bedb0811f07c,1645900518,27/02/2022 00:05:18,,,,,,,,,,,,,,,,,,,,Jacareí
Experiment Ended,02d6429c-540c-4272-8e72-bedb0811f07c,1645900631,27/02/2022 00:07:11,,,,,,,TRUE,,,,,,,,,,,,,Jacareí
User Selected Preferred Genres,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,1645323682,20/02/2022 07:51:22,,5,1,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Sorocaba
Recommendation Added To Favorites List,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,1645323702,20/02/2022 07:51:42,20,,,,1,128,,Suspense,Fantasia,Juvenil,Romance,,,,,,,Favoritado 12 vezes hoje!,Assassinato no Expresso do Oriente,Sorocaba
Recommendation Added To Favorites List,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,1645323720,20/02/2022 07:52:00,38,,,,6,2,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,Como o Rei de Elfhame aprendeu a odiar histórias,Sorocaba
Recommendation Added To Favorites List,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,1645323725,20/02/2022 07:52:05,43,,,,8,7,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,Estilhaça-me: 1,Sorocaba
Recommendation Added To Favorites List,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,1645323704,20/02/2022 07:51:44,22,,,,2,103,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Missão romance (Clube do livro dos homens – Livro 2),Sorocaba
Recommendation Added To Favorites List,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,1645323698,20/02/2022 07:51:38,16,,,,0,99,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Pássaro e serpente (Vol. 1),Sorocaba
Last Position,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,,,,,,,8,,,,,,,,,,,,,,,
First App Open,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,1645323656,20/02/2022 07:50:56,,,,,,,,,,,,,,,,,,,,Sorocaba
Experiment Ended,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,1646176752,02/03/2022 04:49:12,,,,,,,TRUE,,,,,,,,,,,,,Sorocaba
Experiment Ended,03a67044-cfe7-43cc-bb7b-e49e33f23ba6,1645323725,20/02/2022 07:52:05,,,,,,,TRUE,,,,,,,,,,,,,Sorocaba
User Selected Preferred Genres,03e1f0ba-aac1-496f-b52c-0012646254b5,1646101621,01/03/2022 07:57:01,,5,2,5,,,,,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,,Iepe
Recommendation Added To Favorites List,03e1f0ba-aac1-496f-b52c-0012646254b5,1646101621,01/03/2022 07:57:01,,,,,4,33,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,Aristóteles e Dante descobrem os segredos do Universo: 1,Iepe
Recommendation Added To Favorites List,03e1f0ba-aac1-496f-b52c-0012646254b5,1646101649,01/03/2022 07:57:29,,,,,10,67,,Não Ficção,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,Box Memórias da Segunda Guerra Mundial,Iepe
Recommendation Added To Favorites List,03e1f0ba-aac1-496f-b52c-0012646254b5,1646101649,01/03/2022 07:57:29,,,,,21,146,,Terror,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,Virou filme!,,It: A coisa,Iepe
Recommendation Added To Favorites List,03e1f0ba-aac1-496f-b52c-0012646254b5,1646101621,01/03/2022 07:57:01,,,,,2,78,,Não Ficção,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,O homem mais rico da Babilônia: Edição com postais + marcador,Iepe
Recommendation Added To Favorites List,03e1f0ba-aac1-496f-b52c-0012646254b5,1646101649,01/03/2022 07:57:29,,,,,11,151,,Terror,Fantasia,Juvenil,Não ficção,Romance,Suspense,,82% dos leitores gostaram,,,,O Retrato de Dorian Gray,Iepe
Last Position,03e1f0ba-aac1-496f-b52c-0012646254b5,,,,,,,21,,,,,,,,,,,,,,,
First App Open,03e1f0ba-aac1-496f-b52c-0012646254b5,1646101597,01/03/2022 07:56:37,,,,,,,,,,,,,,,,,,,,Iepe
Experiment Ended,03e1f0ba-aac1-496f-b52c-0012646254b5,1646101649,01/03/2022 07:57:29,,,,,,,TRUE,,,,,,,,,,,,,Iepe
User Selected Preferred Genres,04153b54-8a03-42b5-8f56-be4c21a175a6,1645499790,22/02/2022 08:46:30,,5,3,2,,,,,Fantasia,Romance,,,,,,,,,,Jaú
Recommendation Added To Favorites List,04153b54-8a03-42b5-8f56-be4c21a175a6,1645499815,22/02/2022 08:46:55,25,,,,13,27,,Juvenil,Fantasia,Romance,,,,,,,Netflix vai adaptar!,,A Seleção: 1,Jaú
Recommendation Added To Favorites List,04153b54-8a03-42b5-8f56-be4c21a175a6,1645499822,22/02/2022 08:47:02,32,,,,14,93,,Romance,Fantasia,Romance,,,,,,,,,A vida invisível de Addie LaRue,Jaú
Recommendation Added To Favorites List,04153b54-8a03-42b5-8f56-be4c21a175a6,1645499893,22/02/2022 08:48:13,103,,,,9,38,,Juvenil,Fantasia,Romance,,,,,,,,Favoritado 57 vezes hoje!,"Heartstopper: Dois garotos, um encontro (vol. 1)",Jaú
Recommendation Added To Favorites List,04153b54-8a03-42b5-8f56-be4c21a175a6,1645499886,22/02/2022 08:48:06,96,,,,3,39,,Juvenil,Fantasia,Romance,,,,,85% dos leitores gostaram,,,,O príncipe cruel (Vol. 1 O Povo do Ar),Jaú
Recommendation Added To Favorites List,04153b54-8a03-42b5-8f56-be4c21a175a6,1645499799,22/02/2022 08:46:39,9,,,,0,88,,Romance,Fantasia,Romance,,,,,,,,,Todas as suas (im)perfeições,Jaú
Last Position,04153b54-8a03-42b5-8f56-be4c21a175a6,,,,,,,23,,,,,,,,,,,,,,,
First App Open,04153b54-8a03-42b5-8f56-be4c21a175a6,1645499776,22/02/2022 08:46:16,,,,,,,,,,,,,,,,,,,,Jaú
Experiment Ended,04153b54-8a03-42b5-8f56-be4c21a175a6,1645499893,22/02/2022 08:48:13,,,,,,,TRUE,,,,,,,,,,,,,Jaú
User Selected Preferred Genres,042fdefd-e65a-445e-a7d3-cc323a96d744,1646046222,28/02/2022 16:33:42,,3,0,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,Navegantes
Recommendation Detail Added To Favorites List,042fdefd-e65a-445e-a7d3-cc323a96d744,1646046747,28/02/2022 16:42:27,525,,,,12,9,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,Em Algum Lugar nas Estrelas: Uma oportunidade de voltarmos à infância,Navegantes
Recommendation Detail Added To Favorites List,042fdefd-e65a-445e-a7d3-cc323a96d744,1646046610,28/02/2022 16:40:10,388,,,,10,136,,Suspense,Fantasia,Romance,Suspense,,,,,,,,Em fogo lento,Navegantes
Recommendation Detail Added To Favorites List,042fdefd-e65a-445e-a7d3-cc323a96d744,1646046473,28/02/2022 16:37:53,251,,,,6,99,,Romance,Fantasia,Romance,Suspense,,,,,,,Favoritado 81 vezes hoje!,Pássaro e serpente (Vol. 1),Navegantes
Last Position,042fdefd-e65a-445e-a7d3-cc323a96d744,,,,,,,20,,,,,,,,,,,,,,,
First App Open,042fdefd-e65a-445e-a7d3-cc323a96d744,1646046139,28/02/2022 16:32:19,,,,,,,,,,,,,,,,,,,,Navegantes
User Selected Preferred Genres,0570a3da-3984-4bd9-be08-edb91d8d566f,1645624423,23/02/2022 19:23:43,,5,1,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Juatuba
Recommendation Added To Favorites List,0570a3da-3984-4bd9-be08-edb91d8d566f,1645624640,23/02/2022 19:27:20,217,,,,14,92,,Romance,Fantasia,Juvenil,Romance,,,,,,,,"novembro, 9",Juatuba
Recommendation Added To Favorites List,0570a3da-3984-4bd9-be08-edb91d8d566f,1645624658,23/02/2022 19:27:38,235,,,,22,87,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Amor & Gelato,Juatuba
Recommendation Added To Favorites List,0570a3da-3984-4bd9-be08-edb91d8d566f,1645624502,23/02/2022 19:25:02,79,,,,1,69,,Não Ficção,Fantasia,Juvenil,Romance,,,,,,,Favoritado 63 vezes hoje!,Enquanto eu respirar,Juatuba
Recommendation Added To Favorites List,0570a3da-3984-4bd9-be08-edb91d8d566f,1645624526,23/02/2022 19:25:26,103,,,,6,103,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Missão romance (Clube do livro dos homens – Livro 2),Juatuba
Recommendation Added To Favorites List,0570a3da-3984-4bd9-be08-edb91d8d566f,1645624868,23/02/2022 19:31:08,445,,,,20,110,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Sem julgamentos,Juatuba
Last Position,0570a3da-3984-4bd9-be08-edb91d8d566f,,,,,,,23,,,,,,,,,,,,,,,
First App Open,0570a3da-3984-4bd9-be08-edb91d8d566f,1645624358,23/02/2022 19:22:38,,,,,,,,,,,,,,,,,,,,Juatuba
Experiment Ended,0570a3da-3984-4bd9-be08-edb91d8d566f,1645624868,23/02/2022 19:31:08,,,,,,,TRUE,,,,,,,,,,,,,Juatuba
User Selected Preferred Genres,06cd865a-2d73-4bf6-a26c-6bb8bf4af3d1,1645496104,22/02/2022 07:45:04,,6,2,2,,,,,Fantasia,Romance,,,,,,,,,,Gaspar
Recommendation Detail Added To Favorites List,06cd865a-2d73-4bf6-a26c-6bb8bf4af3d1,1645496269,22/02/2022 07:47:49,165,,,,21,32,,Juvenil,Fantasia,Romance,,,,,,,81% dos leitores deram 5★,,A rainha vermelha,Gaspar
Recommendation Detail Added To Favorites List,06cd865a-2d73-4bf6-a26c-6bb8bf4af3d1,1645496361,22/02/2022 07:49:21,257,,,,14,111,,Romance,Fantasia,Romance,,,,,,,,,Um pai para o meu bebê?,Gaspar
Recommendation Added To Favorites List,06cd865a-2d73-4bf6-a26c-6bb8bf4af3d1,1645496280,22/02/2022 07:48:00,176,,,,13,27,,Juvenil,Fantasia,Romance,,,,,,,Netflix vai adaptar!,,A Seleção: 1,Gaspar
Recommendation Added To Favorites List,06cd865a-2d73-4bf6-a26c-6bb8bf4af3d1,1645496137,22/02/2022 07:45:37,33,,,,2,96,,Romance,Fantasia,Romance,,,,,,,,,Mil beijos de garoto,Gaspar
Recommendation Added To Favorites List,06cd865a-2d73-4bf6-a26c-6bb8bf4af3d1,1645496315,22/02/2022 07:48:35,211,,,,2,88,,Romance,Fantasia,Romance,,,,,,,,,Todas as suas (im)perfeições,Gaspar
Last Position,06cd865a-2d73-4bf6-a26c-6bb8bf4af3d1,,,,,,,23,,,,,,,,,,,,,,,
First App Open,06cd865a-2d73-4bf6-a26c-6bb8bf4af3d1,1645496052,22/02/2022 07:44:12,,,,,,,,,,,,,,,,,,,,Gaspar
Experiment Ended,06cd865a-2d73-4bf6-a26c-6bb8bf4af3d1,1645496361,22/02/2022 07:49:21,,,,,,,TRUE,,,,,,,,,,,,,Gaspar
User Selected Preferred Genres,08f84299-0e26-463c-b564-d559bd667df1,1646015281,28/02/2022 07:58:01,,5,1,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Taboao da Serra
Recommendation Added To Favorites List,08f84299-0e26-463c-b564-d559bd667df1,1646015345,28/02/2022 07:59:05,64,,,,18,92,,Romance,Fantasia,Juvenil,Romance,Suspense,,,,,,,"novembro, 9",Taboao da Serra
Recommendation Added To Favorites List,08f84299-0e26-463c-b564-d559bd667df1,1646015342,28/02/2022 07:59:02,61,,,,15,83,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,,,,Indicado por Bill Gates,,,A Bailarina de Auschwitz,Taboao da Serra
Recommendation Added To Favorites List,08f84299-0e26-463c-b564-d559bd667df1,1646015330,28/02/2022 07:58:50,49,,,,4,9,,Fantasia,Fantasia,Juvenil,Romance,Suspense,,,,,,,Em Algum Lugar nas Estrelas: Uma oportunidade de voltarmos à infância,Taboao da Serra
Recommendation Added To Favorites List,08f84299-0e26-463c-b564-d559bd667df1,1646015306,28/02/2022 07:58:26,25,,,,16,31,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,Por lugares incríveis,Taboao da Serra
Recommendation Added To Favorites List,08f84299-0e26-463c-b564-d559bd667df1,1646015325,28/02/2022 07:58:45,44,,,,0,6,,Fantasia,Fantasia,Juvenil,Romance,Suspense,,,,,,,Sombra e Ossos,Taboao da Serra
Last Position,08f84299-0e26-463c-b564-d559bd667df1,,,,,,,23,,,,,,,,,,,,,,,
First App Open,08f84299-0e26-463c-b564-d559bd667df1,1646015255,28/02/2022 07:57:35,,,,,,,,,,,,,,,,,,,,Taboao da Serra
Experiment Ended,08f84299-0e26-463c-b564-d559bd667df1,1646015345,28/02/2022 07:59:05,,,,,,,TRUE,,,,,,,,,,,,,Taboao da Serra
User Selected Preferred Genres,094b7a2c-0f2f-45e9-8470-177cd54e567e,1645899577,26/02/2022 23:49:37,,5,1,1,,,,,Romance,,,,,,,,,,,Jatai
Recommendation Added To Favorites List,094b7a2c-0f2f-45e9-8470-177cd54e567e,1645899593,26/02/2022 23:49:53,16,,,,2,113,,Romance,Romance,,,,,,,,,,Daisy Jones & The Six,Jatai
Recommendation Added To Favorites List,094b7a2c-0f2f-45e9-8470-177cd54e567e,1645899600,26/02/2022 23:50:00,23,,,,6,98,,Romance,Romance,,,,,,,,,,O acordo,Jatai
Recommendation Added To Favorites List,094b7a2c-0f2f-45e9-8470-177cd54e567e,1645899667,26/02/2022 23:51:07,90,,,,13,6,,Fantasia,Romance,,,,,,,,Adaptado pela Netflix!,,Sombra e Ossos,Jatai
Recommendation Added To Favorites List,094b7a2c-0f2f-45e9-8470-177cd54e567e,1645899606,26/02/2022 23:50:06,29,,,,8,90,,Romance,Romance,,,,,,,,,,Teto Para Dois,Jatai
Recommendation Added To Favorites List,094b7a2c-0f2f-45e9-8470-177cd54e567e,1645899638,26/02/2022 23:50:38,61,,,,16,94,,Romance,Romance,,,,,,,,,,Todo esse tempo,Jatai
Last Position,094b7a2c-0f2f-45e9-8470-177cd54e567e,,,,,,,23,,,,,,,,,,,,,,,
First App Open,094b7a2c-0f2f-45e9-8470-177cd54e567e,1645899556,26/02/2022 23:49:16,,,,,,,,,,,,,,,,,,,,Jatai
Experiment Ended,094b7a2c-0f2f-45e9-8470-177cd54e567e,1645899667,26/02/2022 23:51:07,,,,,,,TRUE,,,,,,,,,,,,,Jatai
User Selected Preferred Genres,097385d6-edbd-47db-a440-ea4583460797,1645320098,20/02/2022 06:51:38,,5,1,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Corumbá
Recommendation Added To Favorites List,097385d6-edbd-47db-a440-ea4583460797,1645320162,20/02/2022 06:52:42,64,,,,2,4,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,A maldição do mar,Corumbá
Recommendation Added To Favorites List,097385d6-edbd-47db-a440-ea4583460797,1645320138,20/02/2022 06:52:18,40,,,,16,26,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,A rainha do nada (Vol. 3 O Povo do Ar),Corumbá
Recommendation Added To Favorites List,097385d6-edbd-47db-a440-ea4583460797,1645320114,20/02/2022 06:51:54,16,,,,0,20,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,O canto mais escuro da floresta,Corumbá
Recommendation Added To Favorites List,097385d6-edbd-47db-a440-ea4583460797,1645320165,20/02/2022 06:52:45,67,,,,1,115,,Suspense,Fantasia,Juvenil,Romance,,,,,,,Favoritado 32 vezes hoje!,O Homem de Giz,Corumbá
Recommendation Added To Favorites List,097385d6-edbd-47db-a440-ea4583460797,1645320157,20/02/2022 06:52:37,59,,,,8,51,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Unifica-me + brindes,Corumbá
Last Position,097385d6-edbd-47db-a440-ea4583460797,,,,,,,23,,,,,,,,,,,,,,,
First App Open,097385d6-edbd-47db-a440-ea4583460797,1645320047,20/02/2022 06:50:47,,,,,,,,,,,,,,,,,,,,Corumbá
Experiment Ended,097385d6-edbd-47db-a440-ea4583460797,1645320165,20/02/2022 06:52:45,,,,,,,TRUE,,,,,,,,,,,,,Corumbá
User Selected Preferred Genres,09b376ac-4767-4721-931e-29828f839863,1645896598,26/02/2022 22:59:58,,5,2,4,,,,,Fantasia,Juvenil,Não ficção,Romance,,,,,,,,São José dos Campos
Recommendation Added To Favorites List,09b376ac-4767-4721-931e-29828f839863,1645896692,26/02/2022 23:01:32,,,,,22,28,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Blackout: O amor também brilha no escuro,São José dos Campos
