event,id,time,converted_time,decision_time_SEC,n_favorited,n_diversity,n_genres,book_position,book_id,experiment_finished,book_gender,user_favorite_gender_1,user_favorite_gender_2,user_favorite_gender_3,user_favorite_gender_4,user_favorite_gender_5,user_favorite_gender_6,hybrid_nudge,influencer_nudge,increase_salience_nudge,loss_aversion_nudge,book_title,city
Recommendation Added To Favorites List,371da781-4248-4b0b-9ce3-f61ce907a3f7,1645321164,20/02/2022 07:09:24,30,,,,2,4,,Fantasia,Fantasia,Romance,,,,,,,,,A maldição do mar,Blumenau
Recommendation Added To Favorites List,371da781-4248-4b0b-9ce3-f61ce907a3f7,1645321270,20/02/2022 07:11:10,136,,,,14,87,,Romance,Fantasia,Romance,,,,,,,,,Amor & Gelato,Blumenau
Recommendation Added To Favorites List,371da781-4248-4b0b-9ce3-f61ce907a3f7,1645321287,20/02/2022 07:11:27,153,,,,21,67,,Não Ficção,Fantasia,Romance,,,,,,,92% dos leitores deram 5★,,Box Memórias da Segunda Guerra Mundial,Blumenau
Recommendation Added To Favorites List,371da781-4248-4b0b-9ce3-f61ce907a3f7,1645321237,20/02/2022 07:10:37,103,,,,8,86,,Romance,Fantasia,Romance,,,,,,,,,É Assim que Acaba,Blumenau
Recommendation Added To Favorites List,371da781-4248-4b0b-9ce3-f61ce907a3f7,1645321248,20/02/2022 07:10:48,114,,,,10,108,,Romance,Fantasia,Romance,,,,,,,,,Quase Uma Família + Brinde. Doces Magnólias Livro 3,Blumenau
Last Position,371da781-4248-4b0b-9ce3-f61ce907a3f7,,,,,,,21,,,,,,,,,,,,,,,
First App Open,371da781-4248-4b0b-9ce3-f61ce907a3f7,1645321084,20/02/2022 07:08:04,,,,,,,,,,,,,,,,,,,,Blumenau
Experiment Ended,371da781-4248-4b0b-9ce3-f61ce907a3f7,1645321288,20/02/2022 07:11:28,,,,,,,TRUE,,,,,,,,,,,,,Blumenau
User Selected Preferred Genres,37591357-9c6c-4e7d-a25e-2acb07ce4a08,1645888685,26/02/2022 20:48:05,,4,2,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Londrina
Recommendation Added To Favorites List,37591357-9c6c-4e7d-a25e-2acb07ce4a08,1645888699,26/02/2022 20:48:19,14,,,,8,4,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,A maldição do mar,Londrina
Recommendation Added To Favorites List,37591357-9c6c-4e7d-a25e-2acb07ce4a08,1645888712,26/02/2022 20:48:32,27,,,,11,148,,Terror,Fantasia,Juvenil,Romance,,,,92% dos leitores gostaram,,,,Drácula - Dark Edition: Edição limitada para caçadores de vampiros,Londrina
Recommendation Added To Favorites List,37591357-9c6c-4e7d-a25e-2acb07ce4a08,1645888691,26/02/2022 20:48:11,6,,,,1,60,,Não Ficção,Fantasia,Juvenil,Romance,,,,,,,Favoritado 46 vezes hoje!,Lady Killers: Assassinas em Série: As mulheres mais letais da história - Em uma edição igualmente matadora,Londrina
Recommendation Added To Favorites List,37591357-9c6c-4e7d-a25e-2acb07ce4a08,1645888704,26/02/2022 20:48:24,19,,,,6,91,,Romance,Fantasia,Juvenil,Romance,,,,,,,,O morro dos ventos uivantes,Londrina
Last Position,37591357-9c6c-4e7d-a25e-2acb07ce4a08,,,,,,,13,,,,,,,,,,,,,,,
First App Open,37591357-9c6c-4e7d-a25e-2acb07ce4a08,1645888654,26/02/2022 20:47:34,,,,,,,,,,,,,,,,,,,,Londrina
User Selected Preferred Genres,375ab5ad-10ff-4e94-a5f9-f35c35cc8c25,1646054243,28/02/2022 18:47:23,,2,0,1,,,,,Romance,,,,,,,,,,,São Paulo
Recommendation Detail Added To Favorites List,375ab5ad-10ff-4e94-a5f9-f35c35cc8c25,1646054305,28/02/2022 18:48:25,62,,,,2,105,,Romance,Romance,,,,,,,,,,O conde enfeitiçado – Edição Luxo,São Paulo
Recommendation Added To Favorites List,375ab5ad-10ff-4e94-a5f9-f35c35cc8c25,1646054345,28/02/2022 18:49:05,102,,,,16,98,,Romance,Romance,,,,,,,,,,O acordo,São Paulo
Last Position,375ab5ad-10ff-4e94-a5f9-f35c35cc8c25,,,,,,,23,,,,,,,,,,,,,,,
First App Open,375ab5ad-10ff-4e94-a5f9-f35c35cc8c25,1646054205,28/02/2022 18:46:45,,,,,,,,,,,,,,,,,,,,São Paulo
User Selected Preferred Genres,37a35ed6-8924-4ac1-b480-3f52e994c0ea,1645519133,22/02/2022 14:08:53,,5,2,2,,,,,Não ficção,Romance,,,,,,,,,,Curitiba
Recommendation Added To Favorites List,37a35ed6-8924-4ac1-b480-3f52e994c0ea,1645538268,22/02/2022 19:27:48,,,,,3,7,,Fantasia,Não ficção,Romance,,,,,71% dos leitores gostaram,,,,Estilhaça-me: 1,Curitiba
Recommendation Added To Favorites List,37a35ed6-8924-4ac1-b480-3f52e994c0ea,1645538268,22/02/2022 19:27:48,,,,,1,13,,Fantasia,Não ficção,Romance,,,,,,,,Favoritado 11 vezes hoje!,O Labirinto Do Fauno,Curitiba
Recommendation Added To Favorites List,37a35ed6-8924-4ac1-b480-3f52e994c0ea,1645519216,22/02/2022 14:10:16,,,,,22,91,,Romance,Não ficção,Romance,,,,,,,,,O morro dos ventos uivantes,Curitiba
Recommendation Added To Favorites List,37a35ed6-8924-4ac1-b480-3f52e994c0ea,1645519216,22/02/2022 14:10:16,,,,,10,88,,Romance,Não ficção,Romance,,,,,,,,,Todas as suas (im)perfeições,Curitiba
Recommendation Added To Favorites List,37a35ed6-8924-4ac1-b480-3f52e994c0ea,1645519216,22/02/2022 14:10:16,,,,,16,111,,Romance,Não ficção,Romance,,,,,,,,,Um pai para o meu bebê?,Curitiba
Last Position,37a35ed6-8924-4ac1-b480-3f52e994c0ea,,,,,,,23,,,,,,,,,,,,,,,
First App Open,37a35ed6-8924-4ac1-b480-3f52e994c0ea,1645519129,22/02/2022 14:08:49,,,,,,,,,,,,,,,,,,,,Curitiba
Experiment Ended,37a35ed6-8924-4ac1-b480-3f52e994c0ea,1645538268,22/02/2022 19:27:48,,,,,,,TRUE,,,,,,,,,,,,,Curitiba
User Selected Preferred Genres,38ba4d13-8602-41c9-9445-8a628ecac362,1646095805,01/03/2022 06:20:05,,5,2,5,,,,,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,,Cerquilho
Recommendation Added To Favorites List,38ba4d13-8602-41c9-9445-8a628ecac362,1646095873,01/03/2022 06:21:13,68,,,,8,27,,Juvenil,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,A Seleção: 1,Cerquilho
Recommendation Added To Favorites List,38ba4d13-8602-41c9-9445-8a628ecac362,1646095878,01/03/2022 06:21:18,73,,,,10,153,,Terror,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Box Terríveis Mestres (3 livros + pôster + suplemento),Cerquilho
Recommendation Added To Favorites List,38ba4d13-8602-41c9-9445-8a628ecac362,1646095859,01/03/2022 06:20:59,54,,,,3,68,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,Terror,,80% dos leitores gostaram,,,,Ed & Lorraine Warren: Vidas Eternas,Cerquilho
Recommendation Added To Favorites List,38ba4d13-8602-41c9-9445-8a628ecac362,1646095861,01/03/2022 06:21:01,56,,,,4,137,,Suspense,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Estado de alerta: Um suspense sobre ecoterrorismo,Cerquilho
Recommendation Added To Favorites List,38ba4d13-8602-41c9-9445-8a628ecac362,1646095824,01/03/2022 06:20:24,19,,,,1,60,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,Favoritado 46 vezes hoje!,Lady Killers: Assassinas em Série: As mulheres mais letais da história - Em uma edição igualmente matadora,Cerquilho
Last Position,38ba4d13-8602-41c9-9445-8a628ecac362,,,,,,,10,,,,,,,,,,,,,,,
First App Open,38ba4d13-8602-41c9-9445-8a628ecac362,1646095771,01/03/2022 06:19:31,,,,,,,,,,,,,,,,,,,,Cerquilho
Experiment Ended,38ba4d13-8602-41c9-9445-8a628ecac362,1646095878,01/03/2022 06:21:18,,,,,,,TRUE,,,,,,,,,,,,,Cerquilho
User Selected Preferred Genres,395757f1-f3e3-4769-b4c2-6cf1a869f339,1645894358,26/02/2022 22:22:38,,5,1,5,,,,,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,,São Paulo
Recommendation Detail Added To Favorites List,395757f1-f3e3-4769-b4c2-6cf1a869f339,1645894574,26/02/2022 22:26:14,216,,,,6,23,,Fantasia,Fantasia,Juvenil,Romance,Suspense,Terror,,,Indicado por Neil Gaiman,,,A Princesa Prometida,São Paulo
Recommendation Detail Added To Favorites List,395757f1-f3e3-4769-b4c2-6cf1a869f339,1645894483,26/02/2022 22:24:43,125,,,,1,69,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,Favoritado 63 vezes hoje!,Enquanto eu respirar,São Paulo
Recommendation Detail Added To Favorites List,395757f1-f3e3-4769-b4c2-6cf1a869f339,1645894710,26/02/2022 22:28:30,352,,,,18,10,,Fantasia,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Kindred: laços de sangue,São Paulo
Recommendation Detail Added To Favorites List,395757f1-f3e3-4769-b4c2-6cf1a869f339,1645894493,26/02/2022 22:24:53,135,,,,2,99,,Romance,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,Favoritado 81 vezes hoje!,Pássaro e serpente (Vol. 1),São Paulo
Recommendation Detail Added To Favorites List,395757f1-f3e3-4769-b4c2-6cf1a869f339,1645894626,26/02/2022 22:27:06,268,,,,8,159,,Terror,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Tempo Estranho,São Paulo
Last Position,395757f1-f3e3-4769-b4c2-6cf1a869f339,,,,,,,23,,,,,,,,,,,,,,,
First App Open,395757f1-f3e3-4769-b4c2-6cf1a869f339,1645894298,26/02/2022 22:21:38,,,,,,,,,,,,,,,,,,,,São Paulo
Experiment Ended,395757f1-f3e3-4769-b4c2-6cf1a869f339,1645894710,26/02/2022 22:28:30,,,,,,,TRUE,,,,,,,,,,,,,São Paulo
User Selected Preferred Genres,39cff68c-1818-4fff-a1a4-ea282ac5a848,1645571227,23/02/2022 04:37:07,,5,2,3,,,,,Fantasia,Romance,Terror,,,,,,,,,Campinas
Recommendation Added To Favorites List,39cff68c-1818-4fff-a1a4-ea282ac5a848,1645571526,23/02/2022 04:42:06,299,,,,3,68,,Não Ficção,Fantasia,Romance,Terror,,,,80% dos leitores gostaram,,,,Ed & Lorraine Warren: Vidas Eternas,Campinas
Recommendation Added To Favorites List,39cff68c-1818-4fff-a1a4-ea282ac5a848,1645571653,23/02/2022 04:44:13,426,,,,6,146,,Terror,Fantasia,Romance,Terror,,,,,,,,It: A coisa,Campinas
Recommendation Added To Favorites List,39cff68c-1818-4fff-a1a4-ea282ac5a848,1645571677,23/02/2022 04:44:37,450,,,,2,18,,Fantasia,Fantasia,Romance,Terror,,,,,,,,MARVEL - OS PRIMEIROS 80 ANOS - A VERDADEIRA HISTÓRIA DE UM FENÔMENO DA CULTURA POP,Campinas
Recommendation Added To Favorites List,39cff68c-1818-4fff-a1a4-ea282ac5a848,1645571767,23/02/2022 04:46:07,540,,,,1,49,,Juvenil,Fantasia,Romance,Terror,,,,,,,Favoritado 43 vezes hoje!,Última parada,Campinas
Recommendation Added To Favorites List,39cff68c-1818-4fff-a1a4-ea282ac5a848,1645571626,23/02/2022 04:43:46,399,,,,12,22,,Fantasia,Fantasia,Romance,Terror,,,,,,,,Vingadores: Guerra Infinita - A Jornada dos Heróis,Campinas
Last Position,39cff68c-1818-4fff-a1a4-ea282ac5a848,,,,,,,23,,,,,,,,,,,,,,,
First App Open,39cff68c-1818-4fff-a1a4-ea282ac5a848,1645571180,23/02/2022 04:36:20,,,,,,,,,,,,,,,,,,,,Campinas
Experiment Ended,39cff68c-1818-4fff-a1a4-ea282ac5a848,1645571767,23/02/2022 04:46:07,,,,,,,TRUE,,,,,,,,,,,,,Campinas
User Selected Preferred Genres,3a2691d9-6582-4a0b-813e-f6f3f1d2e151,1645890133,26/02/2022 21:12:13,,5,1,5,,,,,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,,Franca
Recommendation Added To Favorites List,3a2691d9-6582-4a0b-813e-f6f3f1d2e151,1645890164,26/02/2022 21:12:44,31,,,,16,119,,Suspense,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Coleção Agatha Christie - Box 1,Franca
Recommendation Added To Favorites List,3a2691d9-6582-4a0b-813e-f6f3f1d2e151,1645890259,26/02/2022 21:14:19,126,,,,18,86,,Romance,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,É Assim que Acaba,Franca
Recommendation Added To Favorites List,3a2691d9-6582-4a0b-813e-f6f3f1d2e151,1645890251,26/02/2022 21:14:11,118,,,,22,38,,Juvenil,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,"Heartstopper: Dois garotos, um encontro (vol. 1)",Franca
Recommendation Added To Favorites List,3a2691d9-6582-4a0b-813e-f6f3f1d2e151,1645890261,26/02/2022 21:14:21,128,,,,15,84,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,Terror,,,Indicado por Emma Watson,,,Persópolis,Franca
Recommendation Added To Favorites List,3a2691d9-6582-4a0b-813e-f6f3f1d2e151,1645890150,26/02/2022 21:12:30,17,,,,6,31,,Juvenil,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Por lugares incríveis,Franca
Last Position,3a2691d9-6582-4a0b-813e-f6f3f1d2e151,,,,,,,23,,,,,,,,,,,,,,,
First App Open,3a2691d9-6582-4a0b-813e-f6f3f1d2e151,1645890109,26/02/2022 21:11:49,,,,,,,,,,,,,,,,,,,,Franca
Experiment Ended,3a2691d9-6582-4a0b-813e-f6f3f1d2e151,1645890262,26/02/2022 21:14:22,,,,,,,TRUE,,,,,,,,,,,,,Franca
User Selected Preferred Genres,3a66c66b-f20c-467d-b73e-6bb4d8f279b1,1646022592,28/02/2022 09:59:52,,5,1,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Aguas Lindas de Goias
Recommendation Added To Favorites List,3a66c66b-f20c-467d-b73e-6bb4d8f279b1,1646022691,28/02/2022 10:01:31,99,,,,9,118,,Suspense,Fantasia,Juvenil,Romance,,,,,,,Favoritado 15 vezes hoje!,Billy Summers,Aguas Lindas de Goias
Recommendation Added To Favorites List,3a66c66b-f20c-467d-b73e-6bb4d8f279b1,1646022651,28/02/2022 10:00:51,59,,,,16,101,,Romance,Fantasia,Juvenil,Romance,,,,,,,,"Em outra vida, talvez?",Aguas Lindas de Goias
Recommendation Added To Favorites List,3a66c66b-f20c-467d-b73e-6bb4d8f279b1,1646022626,28/02/2022 10:00:26,34,,,,6,104,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Mr. 365,Aguas Lindas de Goias
Recommendation Added To Favorites List,3a66c66b-f20c-467d-b73e-6bb4d8f279b1,1646022683,28/02/2022 10:01:23,91,,,,4,31,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Por lugares incríveis,Aguas Lindas de Goias
Recommendation Added To Favorites List,3a66c66b-f20c-467d-b73e-6bb4d8f279b1,1646022677,28/02/2022 10:01:17,85,,,,2,1,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,Trono de vidro (Vol. 1),Aguas Lindas de Goias
Last Position,3a66c66b-f20c-467d-b73e-6bb4d8f279b1,,,,,,,23,,,,,,,,,,,,,,,
First App Open,3a66c66b-f20c-467d-b73e-6bb4d8f279b1,1646022573,28/02/2022 09:59:33,,,,,,,,,,,,,,,,,,,,Aguas Lindas de Goias
Experiment Ended,3a66c66b-f20c-467d-b73e-6bb4d8f279b1,1646022691,28/02/2022 10:01:31,,,,,,,TRUE,,,,,,,,,,,,,Aguas Lindas de Goias
User Selected Preferred Genres,3a67d866-7735-415d-8774-671075037653,1646036791,28/02/2022 13:56:31,,2,0,1,,,,,Romance,,,,,,,,,,,Itajuba
Recommendation Added To Favorites List,3a67d866-7735-415d-8774-671075037653,1646036888,28/02/2022 13:58:08,97,,,,6,89,,Romance,Romance,,,,,,,,,,Até o verão terminar,Itajuba
Recommendation Added To Favorites List,3a67d866-7735-415d-8774-671075037653,1646036914,28/02/2022 13:58:34,123,,,,10,111,,Romance,Romance,,,,,,,,,,Um pai para o meu bebê?,Itajuba
Last Position,3a67d866-7735-415d-8774-671075037653,,,,,,,23,,,,,,,,,,,,,,,
First App Open,3a67d866-7735-415d-8774-671075037653,1646036762,28/02/2022 13:56:02,,,,,,,,,,,,,,,,,,,,Itajuba
User Selected Preferred Genres,3b8eb7cd-f294-4761-af2e-9b6cb0cae288,1645452304,21/02/2022 19:35:04,,5,3,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Campinas
Recommendation Added To Favorites List,3b8eb7cd-f294-4761-af2e-9b6cb0cae288,1645452323,21/02/2022 19:35:23,19,,,,9,64,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,,,,,,Favoritado 17 vezes hoje!,ARQUIVOS SERIAL KILLERS – LIMITED EDITION,Campinas
Recommendation Added To Favorites List,3b8eb7cd-f294-4761-af2e-9b6cb0cae288,1645452366,21/02/2022 19:36:06,62,,,,10,128,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,Assassinato no Expresso do Oriente,Campinas
Recommendation Added To Favorites List,3b8eb7cd-f294-4761-af2e-9b6cb0cae288,1645452339,21/02/2022 19:35:39,35,,,,19,148,,Terror,Fantasia,Juvenil,Romance,Suspense,,,92% dos leitores gostaram,,,,Drácula - Dark Edition: Edição limitada para caçadores de vampiros,Campinas
Recommendation Added To Favorites List,3b8eb7cd-f294-4761-af2e-9b6cb0cae288,1645452352,21/02/2022 19:35:52,48,,,,6,18,,Fantasia,Fantasia,Juvenil,Romance,Suspense,,,,,,,MARVEL - OS PRIMEIROS 80 ANOS - A VERDADEIRA HISTÓRIA DE UM FENÔMENO DA CULTURA POP,Campinas
Recommendation Added To Favorites List,3b8eb7cd-f294-4761-af2e-9b6cb0cae288,1645452320,21/02/2022 19:35:20,16,,,,7,85,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,,,,Indicado por Mark Zuckerberg,,,Sapiens - Uma Breve História da Humanidade,Campinas
Last Position,3b8eb7cd-f294-4761-af2e-9b6cb0cae288,,,,,,,23,,,,,,,,,,,,,,,
First App Open,3b8eb7cd-f294-4761-af2e-9b6cb0cae288,1645452266,21/02/2022 19:34:26,,,,,,,,,,,,,,,,,,,,Campinas
Experiment Ended,3b8eb7cd-f294-4761-af2e-9b6cb0cae288,1645452366,21/02/2022 19:36:06,,,,,,,TRUE,,,,,,,,,,,,,Campinas
User Selected Preferred Genres,3c08f55e-68a5-40f7-8352-ecbed2ab0c92,1645309323,20/02/2022 03:52:03,,5,2,2,,,,,Fantasia,Romance,,,,,,,,,,Goiânia
Recommendation Added To Favorites List,3c08f55e-68a5-40f7-8352-ecbed2ab0c92,1645309323,20/02/2022 03:52:03,,,,,5,27,,Juvenil,Fantasia,Romance,,,,,,,Netflix vai adaptar!,,A Seleção: 1,Goiânia
Recommendation Added To Favorites List,3c08f55e-68a5-40f7-8352-ecbed2ab0c92,1645309350,20/02/2022 03:52:30,,,,,6,93,,Romance,Fantasia,Romance,,,,,,,,,A vida invisível de Addie LaRue,Goiânia
Recommendation Added To Favorites List,3c08f55e-68a5-40f7-8352-ecbed2ab0c92,1645309350,20/02/2022 03:52:30,,,,,12,105,,Romance,Fantasia,Romance,,,,,,,,,O conde enfeitiçado – Edição Luxo,Goiânia
Recommendation Added To Favorites List,3c08f55e-68a5-40f7-8352-ecbed2ab0c92,1645309323,20/02/2022 03:52:03,,,,,3,39,,Juvenil,Fantasia,Romance,,,,,85% dos leitores gostaram,,,,O príncipe cruel (Vol. 1 O Povo do Ar),Goiânia
Recommendation Added To Favorites List,3c08f55e-68a5-40f7-8352-ecbed2ab0c92,1645309350,20/02/2022 03:52:30,,,,,18,99,,Romance,Fantasia,Romance,,,,,,,,,Pássaro e serpente (Vol. 1),Goiânia
Last Position,3c08f55e-68a5-40f7-8352-ecbed2ab0c92,,,,,,,18,,,,,,,,,,,,,,,
First App Open,3c08f55e-68a5-40f7-8352-ecbed2ab0c92,1645309292,20/02/2022 03:51:32,,,,,,,,,,,,,,,,,,,,Goiânia
Experiment Ended,3c08f55e-68a5-40f7-8352-ecbed2ab0c92,1645309350,20/02/2022 03:52:30,,,,,,,TRUE,,,,,,,,,,,,,Goiânia
User Selected Preferred Genres,3c913479-0a87-4056-8b07-36d706de7688,1645663527,24/02/2022 06:15:27,,5,2,2,,,,,Juvenil,Romance,,,,,,,,,,São Mateus
Recommendation Added To Favorites List,3c913479-0a87-4056-8b07-36d706de7688,1645663646,24/02/2022 06:17:26,119,,,,0,92,,Romance,Juvenil,Romance,,,,,,,,,"novembro, 9",São Mateus
Recommendation Added To Favorites List,3c913479-0a87-4056-8b07-36d706de7688,1645663673,24/02/2022 06:17:53,146,,,,7,83,,Não Ficção,Juvenil,Romance,,,,,,Indicado por Bill Gates,,,A Bailarina de Auschwitz,São Mateus
Recommendation Added To Favorites List,3c913479-0a87-4056-8b07-36d706de7688,1645663587,24/02/2022 06:16:27,60,,,,14,36,,Juvenil,Juvenil,Romance,,,,,,,,,Corte de chamas prateadas (Vol. 4 Corte de espinhos e rosas) – Edição de colecionador,São Mateus
Recommendation Added To Favorites List,3c913479-0a87-4056-8b07-36d706de7688,1645663656,24/02/2022 06:17:36,129,,,,3,130,,Suspense,Juvenil,Romance,,,,,82% dos leitores gostaram,,,,Deixada Para Trás,São Mateus
Recommendation Added To Favorites List,3c913479-0a87-4056-8b07-36d706de7688,1645663597,24/02/2022 06:16:37,70,,,,20,40,,Juvenil,Juvenil,Romance,,,,,,,,,"Vermelho, branco e sangue azul",São Mateus
Last Position,3c913479-0a87-4056-8b07-36d706de7688,,,,,,,23,,,,,,,,,,,,,,,
First App Open,3c913479-0a87-4056-8b07-36d706de7688,1645663497,24/02/2022 06:14:57,,,,,,,,,,,,,,,,,,,,São Mateus
Experiment Ended,3c913479-0a87-4056-8b07-36d706de7688,1645663673,24/02/2022 06:17:53,,,,,,,TRUE,,,,,,,,,,,,,São Mateus
User Selected Preferred Genres,3ca3a501-2556-49b4-8239-027c8b06f0eb,1645308968,20/02/2022 03:46:08,,5,2,1,,,,,Romance,,,,,,,,,,,Birigui
Recommendation Added To Favorites List,3ca3a501-2556-49b4-8239-027c8b06f0eb,1645308968,20/02/2022 03:46:08,,,,,8,89,,Romance,Romance,,,,,,,,,,Até o verão terminar,Birigui
Recommendation Added To Favorites List,3ca3a501-2556-49b4-8239-027c8b06f0eb,1645308968,20/02/2022 03:46:08,,,,,6,96,,Romance,Romance,,,,,,,,,,Mil beijos de garoto,Birigui
Recommendation Added To Favorites List,3ca3a501-2556-49b4-8239-027c8b06f0eb,1645308968,20/02/2022 03:46:08,,,,,3,39,,Juvenil,Romance,,,,,,85% dos leitores gostaram,,,,O príncipe cruel (Vol. 1 O Povo do Ar),Birigui
Recommendation Added To Favorites List,3ca3a501-2556-49b4-8239-027c8b06f0eb,1645308968,20/02/2022 03:46:08,,,,,2,107,,Romance,Romance,,,,,,,,,,"Os Bridgertons, um amor de família: Guia oficial de Lady Whistledown",Birigui
Recommendation Added To Favorites List,3ca3a501-2556-49b4-8239-027c8b06f0eb,1645308968,20/02/2022 03:46:08,,,,,5,40,,Juvenil,Romance,,,,,,,,Vai virar filme!,,"Vermelho, branco e sangue azul",Birigui
Last Position,3ca3a501-2556-49b4-8239-027c8b06f0eb,,,,,,,8,,,,,,,,,,,,,,,
First App Open,3ca3a501-2556-49b4-8239-027c8b06f0eb,1645308939,20/02/2022 03:45:39,,,,,,,,,,,,,,,,,,,,Birigui
Experiment Ended,3ca3a501-2556-49b4-8239-027c8b06f0eb,1645308968,20/02/2022 03:46:08,,,,,,,TRUE,,,,,,,,,,,,,Birigui
User Selected Preferred Genres,3d07e446-9a78-4758-8ab2-88c1ed427a12,1645309254,20/02/2022 03:50:54,,5,1,3,,,,,Não ficção,Suspense,Terror,,,,,,,,,Foz do Iguaçu
Recommendation Added To Favorites List,3d07e446-9a78-4758-8ab2-88c1ed427a12,1645309417,20/02/2022 03:53:37,163,,,,2,128,,Suspense,Não ficção,Suspense,Terror,,,,,,,,Assassinato no Expresso do Oriente,Foz do Iguaçu
Recommendation Added To Favorites List,3d07e446-9a78-4758-8ab2-88c1ed427a12,1645309384,20/02/2022 03:53:04,130,,,,6,146,,Terror,Não ficção,Suspense,Terror,,,,,,,,It: A coisa,Foz do Iguaçu
Recommendation Added To Favorites List,3d07e446-9a78-4758-8ab2-88c1ed427a12,1645309273,20/02/2022 03:51:13,19,,,,7,24,,Fantasia,Não ficção,Suspense,Terror,,,,,Indicado por Emma Watson,,,O Conto da Aia,Foz do Iguaçu
Recommendation Added To Favorites List,3d07e446-9a78-4758-8ab2-88c1ed427a12,1645309274,20/02/2022 03:51:14,20,,,,8,85,,Não Ficção,Não ficção,Suspense,Terror,,,,,,,,Sapiens - Uma Breve História da Humanidade,Foz do Iguaçu
Recommendation Added To Favorites List,3d07e446-9a78-4758-8ab2-88c1ed427a12,1645309270,20/02/2022 03:51:10,16,,,,6,61,,Não Ficção,Não ficção,Suspense,Terror,,,,,,,,Serial Killers - Anatomia do Mal: Entre na mente dos psicopatas,Foz do Iguaçu
Last Position,3d07e446-9a78-4758-8ab2-88c1ed427a12,,,,,,,23,,,,,,,,,,,,,,,
First App Open,3d07e446-9a78-4758-8ab2-88c1ed427a12,1645309224,20/02/2022 03:50:24,,,,,,,,,,,,,,,,,,,,Foz do Iguaçu
Experiment Ended,3d07e446-9a78-4758-8ab2-88c1ed427a12,1645309417,20/02/2022 03:53:37,,,,,,,TRUE,,,,,,,,,,,,,Foz do Iguaçu
User Selected Preferred Genres,3de5f416-de50-47c5-9f26-52d76e4d4f7b,1645548603,22/02/2022 22:20:03,,5,2,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,São Paulo
Recommendation Added To Favorites List,3de5f416-de50-47c5-9f26-52d76e4d4f7b,1645548626,22/02/2022 22:20:26,23,,,,13,27,,Juvenil,Fantasia,Romance,Suspense,,,,,,Netflix vai adaptar!,,A Seleção: 1,São Paulo
Recommendation Added To Favorites List,3de5f416-de50-47c5-9f26-52d76e4d4f7b,1645548668,22/02/2022 22:21:08,65,,,,2,2,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,Como o Rei de Elfhame aprendeu a odiar histórias,São Paulo
Recommendation Added To Favorites List,3de5f416-de50-47c5-9f26-52d76e4d4f7b,1645548651,22/02/2022 22:20:51,48,,,,23,170,,Terror,Fantasia,Romance,Suspense,,,,,Indicado por George R R Martin,,,Joyland,São Paulo
Recommendation Added To Favorites List,3de5f416-de50-47c5-9f26-52d76e4d4f7b,1645548685,22/02/2022 22:21:25,82,,,,20,99,,Romance,Fantasia,Romance,Suspense,,,,,,,,Pássaro e serpente (Vol. 1),São Paulo
Recommendation Added To Favorites List,3de5f416-de50-47c5-9f26-52d76e4d4f7b,1645548662,22/02/2022 22:21:02,59,,,,0,88,,Romance,Fantasia,Romance,Suspense,,,,,,,,Todas as suas (im)perfeições,São Paulo
Last Position,3de5f416-de50-47c5-9f26-52d76e4d4f7b,,,,,,,23,,,,,,,,,,,,,,,
First App Open,3de5f416-de50-47c5-9f26-52d76e4d4f7b,1645548562,22/02/2022 22:19:22,,,,,,,,,,,,,,,,,,,,São Paulo
Experiment Ended,3de5f416-de50-47c5-9f26-52d76e4d4f7b,1645548685,22/02/2022 22:21:25,,,,,,,TRUE,,,,,,,,,,,,,São Paulo
User Selected Preferred Genres,3df586b0-a528-4245-a7cd-581ae8894cc2,1646066222,28/02/2022 22:07:02,,5,2,2,,,,,Fantasia,Romance,,,,,,,,,,São José dos Campos
