decision_time_control,book_position_control,decision_time_treatment,book_position_treatment
95,22,139,12
95,10,139,11
95,21,140,2
95,14,140,4
95,11,140,6
95,6,141,16
96,2,141,8
96,0,141,7
96,8,141,5
96,22,141,1
96,10,141,4
97,5,142,9
97,10,142,6
97,9,142,10
97,19,143,23
97,16,143,14
97,11,143,12
97,2,143,1
98,16,143,14
98,0,144,14
98,18,144,19
98,17,144,18
98,9,144,4
98,18,144,10
98,4,144,0
98,14,144,4
98,22,145,13
98,22,145,8
98,0,145,14
99,16,145,9
99,5,145,16
99,12,146,15
99,20,146,7
99,16,146,2
99,10,146,18
99,12,147,10
100,19,147,10
100,0,147,10
100,3,147,2
100,9,147,4
100,22,148,12
101,0,148,5
101,5,148,15
101,17,148,22
101,14,148,15
101,0,148,1
101,17,148,17
101,14,149,2
101,22,149,9
102,6,149,13
102,4,149,2
102,21,149,0
103,4,149,6
103,20,149,18
103,17,150,11
103,10,150,13
103,18,150,2
103,16,151,19
103,5,152,9
103,4,152,8
103,17,152,10
104,12,153,12
104,0,153,15
104,11,153,12
104,12,153,21
104,18,153,6
105,8,153,5
105,16,156,5
106,22,156,14
106,5,156,21
106,10,156,5
106,14,157,6
107,16,157,0
107,6,157,6
107,13,158,13
107,18,158,0
107,2,158,5
107,22,158,5
107,20,159,4
107,9,159,23
108,6,159,2
108,4,160,16
108,22,160,3
108,17,160,22
108,5,160,20
109,6,161,2
109,13,161,3
109,14,161,6
109,14,162,23
109,2,162,9
109,21,163,14
109,22,163,2
110,17,164,10
110,23,164,8
110,12,164,1
110,16,165,21
110,2,165,0
111,22,165,17
111,12,165,4
111,19,165,18
111,16,165,0
111,4,166,1
111,6,167,6
112,22,167,5
112,16,167,11
112,22,167,11
112,13,167,16
112,6,167,4
113,18,168,3
113,10,168,12
113,4,170,23
113,14,170,10
113,2,170,9
114,4,171,20
114,2,171,23
114,1,172,12
114,14,172,16
114,20,173,0
115,0,174,23
115,5,174,18
115,6,174,1
115,3,174,3
116,19,174,8
116,2,175,17
116,2,175,13
116,17,176,13
117,6,176,4
117,21,176,9
118,9,177,9
118,12,178,21
118,0,179,19
118,15,180,18
118,22,181,16
119,4,181,19
119,13,181,0
119,21,181,16
119,21,181,15
119,10,181,16
119,16,182,0
120,9,182,2
120,0,182,17
120,16,183,16
120,1,183,2
120,16,183,10
120,12,183,21
120,14,184,1
120,15,184,9
121,19,186,0
121,22,186,21
121,0,186,22
121,3,187,21
121,1,188,10
122,8,189,6
122,4,189,4
122,18,190,16
122,15,190,6
123,22,190,11
123,6,190,2
123,8,190,20
123,7,190,13
124,1,190,16
124,4,191,7
124,10,191,21
124,0,192,13
124,4,192,20
124,17,192,23
125,1,192,16
125,14,192,20
125,12,194,10
126,15,194,19
126,2,195,13
126,2,196,1
126,14,196,0
126,21,196,0
126,4,197,20
126,0,197,8
127,6,197,5
127,8,197,16
127,12,198,23
127,14,198,12
128,6,198,22
129,4,199,16
129,5,200,12
129,10,200,22
129,12,203,4
130,22,203,9
130,10,203,10
130,18,204,19
130,2,205,10
130,12,206,21
130,8,208,16
130,8,209,21
131,5,209,22
132,20,210,19
132,18,210,8
132,0,210,5
132,2,211,2
132,9,212,15
133,16,212,5
133,23,213,8
133,6,214,1
134,11,214,3
134,0,216,6
134,20,216,10
134,1,217,14
135,4,217,0
135,6,218,18
136,0,218,2
136,21,220,23
136,20,221,10
137,8,221,16
137,12,221,4
137,12,221,14
137,3,222,3
137,4,223,22
138,4,223,10
139,20,223,12
139,3,223,2
139,0,224,12
139,22,224,9
139,3,224,5
140,6,224,22
140,19,225,6
140,22,226,10
140,8,227,10
140,22,227,6
140,4,227,4
141,0,227,3
143,13,227,10
143,16,227,23
144,3,229,17
144,20,229,6
144,0,230,5
144,14,231,7
145,2,232,22
146,6,233,11
146,2,233,18
146,2,233,5
146,13,234,14
146,18,235,22
147,11,235,0
147,3,237,14
148,3,238,6
148,19,238,1
149,8,239,1
149,3,240,16
149,20,240,18
149,18,241,1
149,1,243,17
149,4,244,16
149,13,244,7
151,5,244,8
151,21,245,2
151,4,246,20
152,11,246,8
153,11,247,4
153,8,247,0
153,0,251,6
153,12,251,10
153,12,252,0
153,2,252,10
154,9,254,12
154,20,255,0
154,21,255,2
154,10,256,18
154,8,257,14
155,4,257,8
155,19,257,19
155,6,257,6
156,12,261,12
156,10,263,22
156,15,266,16
156,23,268,8
157,9,269,3
157,4,269,10
158,6,269,19
158,6,269,2
158,20,272,11
159,6,275,8
159,6,277,7
159,20,277,6
159,18,278,16
161,8,278,10
161,12,279,15
161,8,280,2
162,10,282,15
162,12,285,10
162,11,286,4
163,10,287,12
163,7,291,18
163,6,295,13
164,15,295,17
164,2,299,3
165,14,300,5
165,22,302,2
166,0,302,3
166,2,303,8
166,6,305,10
166,19,305,3
167,14,307,12
168,18,309,5
168,10,310,15
168,14,311,0
169,14,313,7
171,21,323,18
171,22,323,0
173,6,325,14
173,2,327,13
173,20,327,15
173,2,327,20
173,8,331,10
173,21,331,6
173,18,332,3
174,11,334,2
175,15,338,1
176,20,341,5
176,2,342,2
176,10,344,14
177,12,344,6
178,18,347,6
179,11,349,0
180,0,352,18
181,23,354,13
182,2,354,11
182,2,357,22
182,15,357,14
182,23,370,19
182,2,376,10
182,10,378,14
183,6,383,10
183,12,387,18
184,11,388,10
185,8,392,0
186,4,393,17
186,6,396,11
188,3,397,6
189,17,397,12
190,20,398,5
190,19,399,12
191,2,402,14
193,7,405,11
194,13,407,21
195,12,407,19
195,6,409,16
196,2,413,0
196,12,415,14
196,10,415,1
196,14,416,3
197,18,426,6
198,5,431,1
199,3,431,15
202,18,431,15
202,16,434,8
203,23,434,0
203,21,437,10
203,10,445,20
204,18,445,0
206,3,448,2
206,12,450,2
208,21,451,14
208,20,451,0
209,6,454,3
209,10,456,20
211,8,457,1
211,6,457,13
211,20,459,13
213,23,459,6
214,3,462,22
216,20,467,21
217,0,468,8
218,13,471,19
219,1,472,9
221,12,474,8
221,20,477,12
222,9,482,14
222,16,483,17
224,10,488,9
224,20,498,12
226,8,503,20
226,18,512,9
228,16,514,12
229,18,518,14
231,1,525,12
231,2,527,10
231,8,535,19
231,20,540,1
232,5,549,4
232,22,557,20
234,2,580,21
234,21,593,3
234,21,615,2
239,13,617,0
243,2,635,6
243,10,642,4
243,22,684,18
244,13,701,18
244,19,703,2
245,10,711,8
246,0,714,10
247,10,717,12
248,3,722,16
248,4,729,20
248,5,750,20
250,22,767,7
251,13,773,11
252,16,776,10
255,15,783,4
257,5,792,13
257,14,855,16
259,4,857,9
261,22,863,13
262,1,868,8
263,7,883,0
263,23,955,10
265,13,994,15
271,4,1057,8
275,16,1112,0
275,16,1208,12
277,16,1233,16
279,8,1331,16
282,23,1343,12
284,1,1544,20
284,6,,
284,2,,
285,18,,
285,11,,
287,18,,
287,12,,
290,19,,
296,4,,
297,12,,
298,4,,
304,20,,
311,1,,
319,8,,
319,5,,
320,19,,
322,18,,
326,10,,
331,4,,
333,21,,
334,5,,
334,23,,
337,18,,
338,6,,
345,10,,
346,16,,
353,21,,
366,3,,
370,3,,
371,16,,
378,22,,
378,18,,
386,10,,
386,20,,
386,8,,
388,21,,
389,7,,
391,16,,
397,9,,
400,0,,
402,17,,
408,13,,
413,1,,
416,2,,
420,8,,
420,11,,
422,20,,
423,11,,
427,0,,
427,4,,
429,8,,
429,12,,
430,6,,
431,5,,
439,0,,
444,22,,
446,4,,
449,14,,
450,15,,
459,6,,
477,4,,
478,6,,
488,21,,
489,16,,
491,8,,
491,17,,
497,17,,
497,21,,
504,20,,
506,12,,
510,5,,
511,18,,
514,9,,
524,18,,
541,14,,
543,14,,
545,2,,
548,22,,
576,1,,
576,8,,
602,10,,
656,21,,
665,13,,
700,19,,
714,4,,
810,9,,
831,4,,
854,2,,
860,0,,
864,1,,
877,11,,
962,9,,
973,10,,
1025,5,,
