event,id,time,converted_time,decision_time_SEC,n_favorited,n_diversity,n_genres,book_position,book_id,experiment_finished,book_gender,user_favorite_gender_1,user_favorite_gender_2,user_favorite_gender_3,user_favorite_gender_4,user_favorite_gender_5,user_favorite_gender_6,hybrid_nudge,influencer_nudge,increase_salience_nudge,loss_aversion_nudge,book_title,city
Recommendation Added To Favorites List,e2695255-bed2-49ed-9aaa-a5918c8299b0,1644870105,15/02/2022 01:51:45,47,5,1,4,0,14,,Romance,Fantasia,Romance,Suspense,Terror,,,,,,,Pássaro e serpente (Vol. 1),Garanhuns
Recommendation Added To Favorites List,e2695255-bed2-49ed-9aaa-a5918c8299b0,1644870219,15/02/2022 01:53:39,161,5,1,4,8,42,,Suspense,Fantasia,Romance,Suspense,Terror,,,,,,,Um de nós é o próximo,Garanhuns
Recommendation Added To Favorites List,e2695255-bed2-49ed-9aaa-a5918c8299b0,1644870231,15/02/2022 01:53:51,173,5,1,4,18,1,,Romance,Fantasia,Romance,Suspense,Terror,,,,,,,É Assim que Acaba,Garanhuns
Recommendation Added To Favorites List,e2695255-bed2-49ed-9aaa-a5918c8299b0,1644870224,15/02/2022 01:53:44,166,5,1,4,19,20,,Juvenil,Fantasia,Romance,Suspense,Terror,,,90% favoritaram esse livro,,,,Coraline - Acompanha marcador de páginas especial,Garanhuns
Recommendation Added To Favorites List,e2695255-bed2-49ed-9aaa-a5918c8299b0,1644870116,15/02/2022 01:51:56,58,5,1,4,20,151,,Terror,Fantasia,Romance,Suspense,Terror,,,,,,,O bosque das coisas perdidas,Garanhuns
Last Position,e2695255-bed2-49ed-9aaa-a5918c8299b0,,,,,,,23,,,,,,,,,,,,,,,
First App Open,e2695255-bed2-49ed-9aaa-a5918c8299b0,1644870046,15/02/2022 01:50:46,,,,,,,,,,,,,,,,,,,,Garanhuns
Experiment Ended,e2695255-bed2-49ed-9aaa-a5918c8299b0,1644870231,15/02/2022 01:53:51,,,,,,,TRUE,,,,,,,,,,,,,Garanhuns
User Selected Preferred Genres,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644616347,12/02/2022 03:22:27,,5,1,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Itaporanga
Recommendation Added To Favorites List,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644616388,12/02/2022 03:23:08,41,5,1,4,2,41,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,A Lista de Convidados,Itaporanga
Recommendation Added To Favorites List,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644616391,12/02/2022 03:23:11,44,5,1,4,3,50,,Terror,Fantasia,Juvenil,Romance,Suspense,,,90% favoritaram esse livro,,,,Nunca Saia Sozinho,Itaporanga
Recommendation Added To Favorites List,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644616393,12/02/2022 03:23:13,46,5,1,4,4,16,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,A rainha do nada (Vol. 3 O Povo do Ar),Itaporanga
Recommendation Added To Favorites List,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644616404,12/02/2022 03:23:24,57,5,1,4,12,5,,Romance,Fantasia,Juvenil,Romance,Suspense,,,,,,,Teto Para Dois,Itaporanga
Recommendation Added To Favorites List,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644616418,12/02/2022 03:23:38,71,5,1,4,16,83,,Fantasia,Fantasia,Juvenil,Romance,Suspense,,,,,,,Sombra e Ossos,Itaporanga
Last Position,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,,,,,,,23,,,,,,,,,,,,,,,
First App Open,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644616296,12/02/2022 03:21:36,,,,,,,,,,,,,,,,,,,,Itaporanga
Experiment Ended,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644616418,12/02/2022 03:23:38,,,,,,,TRUE,,,,,,,,,,,,,Itaporanga
Experiment Ended,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644616426,12/02/2022 03:23:46,,,,,,,TRUE,,,,,,,,,,,,,Itaporanga
Experiment Ended,e2d8ae4e-ba4f-478c-88a2-d43d384b6a80,1644686940,12/02/2022 22:59:00,,,,,,,TRUE,,,,,,,,,,,,,Itaporanga
User Selected Preferred Genres,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,1644617433,12/02/2022 03:40:33,,5,2,2,,,,,Fantasia,Romance,,,,,,,,,,Orleans
Recommendation Added To Favorites List,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,1644617463,12/02/2022 03:41:03,30,5,2,2,0,89,,Fantasia,Fantasia,Romance,,,,,,,,,Trono de Vidro: Reino de Cinzas (Vol. 6),Orleans
Recommendation Added To Favorites List,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,1644617467,12/02/2022 03:41:07,34,5,2,2,2,102,,Romance,Fantasia,Romance,,,,,,,,,Daisy Jones & The Six,Orleans
Recommendation Added To Favorites List,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,1644617469,12/02/2022 03:41:09,36,5,2,2,3,20,,Juvenil,Fantasia,Romance,,,,,90% favoritaram esse livro,,,,Coraline - Acompanha marcador de páginas especial,Orleans
Recommendation Added To Favorites List,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,1644617472,12/02/2022 03:41:12,39,5,2,2,6,1,,Romance,Fantasia,Romance,,,,,,,,,É Assim que Acaba,Orleans
Recommendation Added To Favorites List,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,1644617474,12/02/2022 03:41:14,41,5,2,2,7,100,,Não Ficção,Fantasia,Romance,,,,,,Indicado por Emma Watson,,,Persópolis,Orleans
Last Position,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,,,,,,,8,,,,,,,,,,,,,,,
First App Open,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,1644617404,12/02/2022 03:40:04,,,,,,,,,,,,,,,,,,,,Orleans
Experiment Ended,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,1644617474,12/02/2022 03:41:14,,,,,,,TRUE,,,,,,,,,,,,,Orleans
Experiment Ended,e2f3ad37-c711-4c4d-a30f-51adf70f04bb,1644617480,12/02/2022 03:41:20,,,,,,,TRUE,,,,,,,,,,,,,Orleans
User Selected Preferred Genres,e301d14d-6e67-49e8-8682-2cefd86711d5,1644716578,13/02/2022 07:12:58,,5,1,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Gravataí
Recommendation Added To Favorites List,e301d14d-6e67-49e8-8682-2cefd86711d5,1644716627,13/02/2022 07:13:47,49,5,1,3,0,18,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Blackout: O amor também brilha no escuro,Gravataí
Recommendation Added To Favorites List,e301d14d-6e67-49e8-8682-2cefd86711d5,1644716586,13/02/2022 07:13:06,8,5,1,3,1,40,,Suspense,Fantasia,Juvenil,Romance,,,,,,,8 pessoas estão olhando esse livro,Gente Ansiosa + MARCADOR + PORTA-MARCADOR,Gravataí
Recommendation Added To Favorites List,e301d14d-6e67-49e8-8682-2cefd86711d5,1644716616,13/02/2022 07:13:36,38,5,1,3,2,7,,Romance,Fantasia,Juvenil,Romance,,,,,,,,"novembro, 9",Gravataí
Recommendation Added To Favorites List,e301d14d-6e67-49e8-8682-2cefd86711d5,1644716609,13/02/2022 07:13:29,31,5,1,3,16,27,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Corte de chamas prateadas (Vol. 4 Corte de espinhos e rosas) – Edição de colecionador,Gravataí
Recommendation Added To Favorites List,e301d14d-6e67-49e8-8682-2cefd86711d5,1644716604,13/02/2022 07:13:24,26,5,1,3,18,11,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Mil beijos de garoto,Gravataí
Last Position,e301d14d-6e67-49e8-8682-2cefd86711d5,,,,,,,23,,,,,,,,,,,,,,,
First App Open,e301d14d-6e67-49e8-8682-2cefd86711d5,1644716549,13/02/2022 07:12:29,,,,,,,,,,,,,,,,,,,,Gravataí
Experiment Ended,e301d14d-6e67-49e8-8682-2cefd86711d5,1644716627,13/02/2022 07:13:47,,,,,,,TRUE,,,,,,,,,,,,,Gravataí
Experiment Ended,e301d14d-6e67-49e8-8682-2cefd86711d5,1644716642,13/02/2022 07:14:02,,,,,,,TRUE,,,,,,,,,,,,,Gravataí
User Selected Preferred Genres,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644945445,15/02/2022 22:47:25,,5,2,3,,,,,Fantasia,Não ficção,Suspense,,,,,,,,,Ananindeua
Recommendation Added To Favorites List,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644945884,15/02/2022 22:54:44,439,5,2,3,0,104,,Suspense,Fantasia,Não ficção,Suspense,,,,,,,,Mestre das Chamas,Ananindeua
Recommendation Added To Favorites List,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644945811,15/02/2022 22:53:31,366,5,2,3,3,51,,Terror,Fantasia,Não ficção,Suspense,,,,90% favoritaram esse livro,,,,O médico e o monstro,Ananindeua
Recommendation Added To Favorites List,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644945923,15/02/2022 22:55:23,478,5,2,3,6,157,,Suspense,Fantasia,Não ficção,Suspense,,,,,,,,O último julgamento,Ananindeua
Recommendation Added To Favorites List,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644945865,15/02/2022 22:54:25,420,5,2,3,11,52,,Terror,Fantasia,Não ficção,Suspense,,,,90% favoritaram esse livro,,,,O Retrato de Dorian Gray,Ananindeua
Recommendation Added To Favorites List,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644945986,15/02/2022 22:56:26,541,5,2,3,14,32,,Suspense,Fantasia,Não ficção,Suspense,,,,,,,,Um de nós está mentindo,Ananindeua
Last Position,e33a18f0-2883-44a9-8318-2c1e7fd460eb,,,,,,,23,,,,,,,,,,,,,,,
First App Open,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644945296,15/02/2022 22:44:56,,,,,,,,,,,,,,,,,,,,Ananindeua
Experiment Ended,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644945986,15/02/2022 22:56:26,,,,,,,TRUE,,,,,,,,,,,,,Ananindeua
Experiment Ended,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644946012,15/02/2022 22:56:52,,,,,,,TRUE,,,,,,,,,,,,,Ananindeua
Experiment Ended,e33a18f0-2883-44a9-8318-2c1e7fd460eb,1644955108,16/02/2022 01:28:28,,,,,,,TRUE,,,,,,,,,,,,,Ananindeua
User Selected Preferred Genres,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644623158,12/02/2022 05:15:58,,5,3,2,,,,,Fantasia,Romance,,,,,,,,,,Rio de Janeiro
Recommendation Added To Favorites List,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644623228,12/02/2022 05:17:08,70,5,3,2,3,32,,Suspense,Fantasia,Romance,,,,,90% favoritaram esse livro,,,,Um de nós está mentindo,Rio de Janeiro
Recommendation Added To Favorites List,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644623234,12/02/2022 05:17:14,76,5,3,2,5,42,,Suspense,Fantasia,Romance,,,,,,,87% dos leitores classificaram como 5 estrelas,,Um de nós é o próximo,Rio de Janeiro
Recommendation Added To Favorites List,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644623252,12/02/2022 05:17:32,94,5,3,2,8,9,,Romance,Fantasia,Romance,,,,,,,,,Todo esse tempo,Rio de Janeiro
Recommendation Added To Favorites List,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644623182,12/02/2022 05:16:22,24,5,3,2,13,17,,Juvenil,Fantasia,Romance,,,,,,,87% dos leitores classificaram como 5 estrelas,,A Seleção: 1,Rio de Janeiro
Recommendation Added To Favorites List,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644623189,12/02/2022 05:16:29,31,5,3,2,18,2,,Romance,Fantasia,Romance,,,,,,,,,Amor & Gelato,Rio de Janeiro
Last Position,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,,,,,,,23,,,,,,,,,,,,,,,
First App Open,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644623096,12/02/2022 05:14:56,,,,,,,,,,,,,,,,,,,,Rio de Janeiro
Experiment Ended,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644623252,12/02/2022 05:17:32,,,,,,,TRUE,,,,,,,,,,,,,Rio de Janeiro
Experiment Ended,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644623260,12/02/2022 05:17:40,,,,,,,TRUE,,,,,,,,,,,,,Rio de Janeiro
Experiment Ended,e3b88f70-2a76-47dd-82e5-e51cbd4c28fd,1644645532,12/02/2022 11:28:52,,,,,,,TRUE,,,,,,,,,,,,,Rio de Janeiro
User Selected Preferred Genres,e4285377-af08-44b9-af57-b236670fa59a,1644874195,15/02/2022 02:59:55,,5,2,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Rio de Janeiro
Recommendation Added To Favorites List,e4285377-af08-44b9-af57-b236670fa59a,1644874208,15/02/2022 03:00:08,13,5,2,3,4,14,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Pássaro e serpente (Vol. 1),Rio de Janeiro
Recommendation Added To Favorites List,e4285377-af08-44b9-af57-b236670fa59a,1644874212,15/02/2022 03:00:12,17,5,2,3,5,125,,Terror,Fantasia,Juvenil,Romance,,,,,,87% dos leitores classificaram como 5 estrelas,,Carrie (Com brindes): Coleção Biblioteca Stephen King,Rio de Janeiro
Recommendation Added To Favorites List,e4285377-af08-44b9-af57-b236670fa59a,1644874215,15/02/2022 03:00:15,20,5,2,3,6,83,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,Sombra e Ossos,Rio de Janeiro
Recommendation Added To Favorites List,e4285377-af08-44b9-af57-b236670fa59a,1644874217,15/02/2022 03:00:17,22,5,2,3,7,37,,Suspense,Fantasia,Juvenil,Romance,,,,,Indicado por George R R Martin,,,A Última Festa,Rio de Janeiro
Recommendation Added To Favorites List,e4285377-af08-44b9-af57-b236670fa59a,1644874219,15/02/2022 03:00:19,24,5,2,3,8,91,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,O Labirinto Do Fauno,Rio de Janeiro
Last Position,e4285377-af08-44b9-af57-b236670fa59a,,,,,,,8,,,,,,,,,,,,,,,
First App Open,e4285377-af08-44b9-af57-b236670fa59a,1644874179,15/02/2022 02:59:39,,,,,,,,,,,,,,,,,,,,Rio de Janeiro
Experiment Ended,e4285377-af08-44b9-af57-b236670fa59a,1644874219,15/02/2022 03:00:19,,,,,,,TRUE,,,,,,,,,,,,,Rio de Janeiro
Experiment Ended,e4285377-af08-44b9-af57-b236670fa59a,1644874226,15/02/2022 03:00:26,,,,,,,TRUE,,,,,,,,,,,,,Rio de Janeiro
Experiment Ended,e4285377-af08-44b9-af57-b236670fa59a,1644874235,15/02/2022 03:00:35,,,,,,,TRUE,,,,,,,,,,,,,Rio de Janeiro
Experiment Ended,e4285377-af08-44b9-af57-b236670fa59a,1644934880,15/02/2022 19:51:20,,,,,,,TRUE,,,,,,,,,,,,,Rio de Janeiro
User Selected Preferred Genres,e45e15e3-49fc-4534-b587-519eee1d1217,1644677447,12/02/2022 20:20:47,,5,3,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,Goiânia
Recommendation Added To Favorites List,e45e15e3-49fc-4534-b587-519eee1d1217,1644677505,12/02/2022 20:21:45,58,5,3,3,1,56,,Terror,Fantasia,Romance,Suspense,,,,,,,Favoritado 36 vezes hoje,O Colecionador,Goiânia
Recommendation Added To Favorites List,e45e15e3-49fc-4534-b587-519eee1d1217,1644677509,12/02/2022 20:21:49,62,5,3,3,3,74,,Não Ficção,Fantasia,Romance,Suspense,,,,90% favoritaram esse livro,,,,Ed & Lorraine Warren: Vidas Eternas,Goiânia
Recommendation Added To Favorites List,e45e15e3-49fc-4534-b587-519eee1d1217,1644677558,12/02/2022 20:22:38,111,5,3,3,4,78,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,Nunca Saia Sozinho,Goiânia
Recommendation Added To Favorites List,e45e15e3-49fc-4534-b587-519eee1d1217,1644677596,12/02/2022 20:23:16,149,5,3,3,13,72,,Não Ficção,Fantasia,Romance,Suspense,,,,,,87% dos leitores classificaram como 5 estrelas,,Ted Bundy: Um Estranho ao Meu Lado,Goiânia
Recommendation Added To Favorites List,e45e15e3-49fc-4534-b587-519eee1d1217,1644677643,12/02/2022 20:24:03,196,5,3,3,14,2,,Romance,Fantasia,Romance,Suspense,,,,,,,,Amor & Gelato,Goiânia
Last Position,e45e15e3-49fc-4534-b587-519eee1d1217,,,,,,,23,,,,,,,,,,,,,,,
First App Open,e45e15e3-49fc-4534-b587-519eee1d1217,1644677427,12/02/2022 20:20:27,,,,,,,,,,,,,,,,,,,,Goiânia
Experiment Ended,e45e15e3-49fc-4534-b587-519eee1d1217,1644677644,12/02/2022 20:24:04,,,,,,,TRUE,,,,,,,,,,,,,Goiânia
User Selected Preferred Genres,e4ebcb5a-568c-447d-9ff3-5f144e569f2d,1644624060,12/02/2022 05:31:00,,5,1,5,,,,,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,,Natal
Recommendation Added To Favorites List,e4ebcb5a-568c-447d-9ff3-5f144e569f2d,1644624084,12/02/2022 05:31:24,24,5,1,5,4,85,,Fantasia,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Harry Potter e a Pedra Filosofal - Edição Ilustrada,Natal
Recommendation Added To Favorites List,e4ebcb5a-568c-447d-9ff3-5f144e569f2d,1644624093,12/02/2022 05:31:33,33,5,1,5,12,15,,Suspense,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,O Homem de Giz,Natal
Recommendation Added To Favorites List,e4ebcb5a-568c-447d-9ff3-5f144e569f2d,1644624124,12/02/2022 05:32:04,64,5,1,5,18,4,,Romance,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Até o verão terminar,Natal
Recommendation Added To Favorites List,e4ebcb5a-568c-447d-9ff3-5f144e569f2d,1644624122,12/02/2022 05:32:02,62,5,1,5,19,75,,Não Ficção,Fantasia,Juvenil,Romance,Suspense,Terror,,90% favoritaram esse livro,,,,Enquanto eu respirar,Natal
Recommendation Added To Favorites List,e4ebcb5a-568c-447d-9ff3-5f144e569f2d,1644624106,12/02/2022 05:31:46,46,5,1,5,22,79,,Fantasia,Fantasia,Juvenil,Romance,Suspense,Terror,,,,,,Trono de Vidro: Império de Tempestades (Vol. 5): Tomo Único,Natal
Last Position,e4ebcb5a-568c-447d-9ff3-5f144e569f2d,,,,,,,23,,,,,,,,,,,,,,,
First App Open,e4ebcb5a-568c-447d-9ff3-5f144e569f2d,1644624038,12/02/2022 05:30:38,,,,,,,,,,,,,,,,,,,,Natal
Experiment Ended,e4ebcb5a-568c-447d-9ff3-5f144e569f2d,1644624124,12/02/2022 05:32:04,,,,,,,TRUE,,,,,,,,,,,,,Natal
User Selected Preferred Genres,e56ae607-286f-4ac1-90c4-20407e509256,1644618482,12/02/2022 03:58:02,,3,1,3,,,,,Fantasia,Não ficção,Romance,,,,,,,,,Palmas
Recommendation Added To Favorites List,e56ae607-286f-4ac1-90c4-20407e509256,1644618502,12/02/2022 03:58:22,20,3,1,3,3,27,,Juvenil,Fantasia,Não ficção,Romance,,,,90% favoritaram esse livro,,,,Corte de chamas prateadas (Vol. 4 Corte de espinhos e rosas) – Edição de colecionador,Palmas
Recommendation Added To Favorites List,e56ae607-286f-4ac1-90c4-20407e509256,1644618668,12/02/2022 04:01:08,186,3,1,3,6,2,,Romance,Fantasia,Não ficção,Romance,,,,,,,,Amor & Gelato,Palmas
Recommendation Added To Favorites List,e56ae607-286f-4ac1-90c4-20407e509256,1644619030,12/02/2022 04:07:10,548,3,1,3,22,84,,Fantasia,Fantasia,Não ficção,Romance,,,,,,,,Estilhaça-me: 1,Palmas
Last Position,e56ae607-286f-4ac1-90c4-20407e509256,,,,,,,23,,,,,,,,,,,,,,,
First App Open,e56ae607-286f-4ac1-90c4-20407e509256,1644618342,12/02/2022 03:55:42,,,,,,,,,,,,,,,,,,,,Palmas
User Selected Preferred Genres,e626725b-e836-49d4-a9ff-60679d7b2434,1644617266,12/02/2022 03:37:46,,5,1,3,,,,,Fantasia,Suspense,Terror,,,,,,,,,Aparecida de Goiania
Recommendation Added To Favorites List,e626725b-e836-49d4-a9ff-60679d7b2434,1644617277,12/02/2022 03:37:57,11,5,1,3,1,3,,Romance,Fantasia,Suspense,Terror,,,,,,,Favoritado 36 vezes hoje,Todas as suas (im)perfeições,Aparecida de Goiania
Recommendation Added To Favorites List,e626725b-e836-49d4-a9ff-60679d7b2434,1644617298,12/02/2022 03:38:18,32,5,1,3,6,32,,Suspense,Fantasia,Suspense,Terror,,,,,,,,Um de nós está mentindo,Aparecida de Goiania
Recommendation Added To Favorites List,e626725b-e836-49d4-a9ff-60679d7b2434,1644617311,12/02/2022 03:38:31,45,5,1,3,10,36,,Suspense,Fantasia,Suspense,Terror,,,,,,,,E não sobrou nenhum,Aparecida de Goiania
Recommendation Added To Favorites List,e626725b-e836-49d4-a9ff-60679d7b2434,1644617323,12/02/2022 03:38:43,57,5,1,3,14,109,,Terror,Fantasia,Suspense,Terror,,,,,,,,Joyland,Aparecida de Goiania
Recommendation Added To Favorites List,e626725b-e836-49d4-a9ff-60679d7b2434,1644617328,12/02/2022 03:38:48,62,5,1,3,16,54,,Terror,Fantasia,Suspense,Terror,,,,,,,,Box Terríveis Mestres (3 livros + pôster + suplemento),Aparecida de Goiania
Last Position,e626725b-e836-49d4-a9ff-60679d7b2434,,,,,,,15,,,,,,,,,,,,,,,
First App Open,e626725b-e836-49d4-a9ff-60679d7b2434,1644617194,12/02/2022 03:36:34,,,,,,,,,,,,,,,,,,,,Aparecida de Goiania
Experiment Ended,e626725b-e836-49d4-a9ff-60679d7b2434,1644617328,12/02/2022 03:38:48,,,,,,,TRUE,,,,,,,,,,,,,Aparecida de Goiania
User Selected Preferred Genres,e69c85ca-49fe-4842-95ee-52a6b27daf57,1646536945,06/03/2022 08:52:25,,5,2,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Pindorama
Recommendation Added To Favorites List,e69c85ca-49fe-4842-95ee-52a6b27daf57,1646536999,06/03/2022 08:53:19,54,5,2,3,0,87,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Amor & Gelato,Pindorama
Recommendation Added To Favorites List,e69c85ca-49fe-4842-95ee-52a6b27daf57,1646537006,06/03/2022 08:53:26,61,5,2,3,11,124,,Suspense,Fantasia,Juvenil,Romance,,,,71% dos leitores gostaram,,,,Gente Ansiosa + MARCADOR + PORTA-MARCADOR,Pindorama
Recommendation Added To Favorites List,e69c85ca-49fe-4842-95ee-52a6b27daf57,1646536956,06/03/2022 08:52:36,11,5,2,3,14,86,,Romance,Fantasia,Juvenil,Romance,,,,,,,,É Assim que Acaba,Pindorama
Recommendation Added To Favorites List,e69c85ca-49fe-4842-95ee-52a6b27daf57,1646536960,06/03/2022 08:52:40,15,5,2,3,17,128,,Suspense,Fantasia,Juvenil,Romance,,,,,,,Favoritado 12 vezes hoje!,Assassinato no Expresso do Oriente,Pindorama
Recommendation Added To Favorites List,e69c85ca-49fe-4842-95ee-52a6b27daf57,1646536983,06/03/2022 08:53:03,38,5,2,3,18,107,,Romance,Fantasia,Juvenil,Romance,,,,,,,,"Os Bridgertons, um amor de família: Guia oficial de Lady Whistledown",Pindorama
Last Position,e69c85ca-49fe-4842-95ee-52a6b27daf57,,,,,,,23,,,,,,,,,,,,,,,
First App Open,e69c85ca-49fe-4842-95ee-52a6b27daf57,1646535568,06/03/2022 08:29:28,,,,,,,,,,,,,,,,,,,,Pindorama
Experiment Ended,e69c85ca-49fe-4842-95ee-52a6b27daf57,1646537006,06/03/2022 08:53:26,,,,,,,TRUE,,,,,,,,,,,,,Pindorama
User Selected Preferred Genres,e717e581-5688-48d2-9c5f-e20eca0da785,1644927284,15/02/2022 17:44:44,,4,2,4,,,,,Fantasia,Romance,Suspense,Terror,,,,,,,,Rio de Janeiro
Recommendation Added To Favorites List,e717e581-5688-48d2-9c5f-e20eca0da785,1644927378,15/02/2022 17:46:18,94,4,2,4,2,84,,Fantasia,Fantasia,Romance,Suspense,Terror,,,,,,,Estilhaça-me: 1,Rio de Janeiro
Recommendation Added To Favorites List,e717e581-5688-48d2-9c5f-e20eca0da785,1644927387,15/02/2022 17:46:27,103,4,2,4,4,115,,Suspense,Fantasia,Romance,Suspense,Terror,,,,,,,A garota na neve,Rio de Janeiro
Recommendation Added To Favorites List,e717e581-5688-48d2-9c5f-e20eca0da785,1644927392,15/02/2022 17:46:32,108,4,2,4,5,70,,Não Ficção,Fantasia,Romance,Suspense,Terror,,,,,87% dos leitores classificaram como 5 estrelas,,ARQUIVOS SERIAL KILLERS – LIMITED EDITION,Rio de Janeiro
Recommendation Added To Favorites List,e717e581-5688-48d2-9c5f-e20eca0da785,1644927416,15/02/2022 17:46:56,132,4,2,4,9,147,,Não Ficção,Fantasia,Romance,Suspense,Terror,,,,,,Favoritado 36 vezes hoje,Monstros: os homens e mulheres mais perversos da história,Rio de Janeiro
Last Position,e717e581-5688-48d2-9c5f-e20eca0da785,,,,,,,10,,,,,,,,,,,,,,,
First App Open,e717e581-5688-48d2-9c5f-e20eca0da785,1644927194,15/02/2022 17:43:14,,,,,,,,,,,,,,,,,,,,Rio de Janeiro
User Selected Preferred Genres,e95774f0-1371-403a-a1cf-26fea9f1e8a2,1644639156,12/02/2022 09:42:36,,5,0,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Rio de Janeiro
Recommendation Added To Favorites List,e95774f0-1371-403a-a1cf-26fea9f1e8a2,1644639160,12/02/2022 09:42:40,4,5,0,3,2,76,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,Trono de Vidro: Herdeira do fogo (Vol. 3),Rio de Janeiro
Recommendation Added To Favorites List,e95774f0-1371-403a-a1cf-26fea9f1e8a2,1644639163,12/02/2022 09:42:43,7,5,0,3,4,22,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Trono de vidro (Vol. 1),Rio de Janeiro
Recommendation Added To Favorites List,e95774f0-1371-403a-a1cf-26fea9f1e8a2,1644639165,12/02/2022 09:42:45,9,5,0,3,6,29,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,"Heartstopper: Dois garotos, um encontro (vol. 1)",Rio de Janeiro
Recommendation Added To Favorites List,e95774f0-1371-403a-a1cf-26fea9f1e8a2,1644639169,12/02/2022 09:42:49,13,5,0,3,10,8,,Romance,Fantasia,Juvenil,Romance,,,,,,,,A vida invisível de Addie LaRue,Rio de Janeiro
Recommendation Added To Favorites List,e95774f0-1371-403a-a1cf-26fea9f1e8a2,1644639171,12/02/2022 09:42:51,15,5,0,3,12,5,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Teto Para Dois,Rio de Janeiro
Last Position,e95774f0-1371-403a-a1cf-26fea9f1e8a2,,,,,,,12,,,,,,,,,,,,,,,
First App Open,e95774f0-1371-403a-a1cf-26fea9f1e8a2,1644639136,12/02/2022 09:42:16,,,,,,,,,,,,,,,,,,,,Rio de Janeiro
Experiment Ended,e95774f0-1371-403a-a1cf-26fea9f1e8a2,1644639171,12/02/2022 09:42:51,,,,,,,TRUE,,,,,,,,,,,,,Rio de Janeiro
User Selected Preferred Genres,ea59a4bf-4307-48a5-ae27-5f60e79e034e,1644630207,12/02/2022 07:13:27,,3,0,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,Bauru
Recommendation Added To Favorites List,ea59a4bf-4307-48a5-ae27-5f60e79e034e,1644630214,12/02/2022 07:13:34,7,3,0,3,4,10,,Romance,Fantasia,Romance,Suspense,,,,,,,,Malibu renasce,Bauru
