event,id,time,converted_time,decision_time_SEC,n_favorited,n_diversity,n_genres,book_position,book_id,experiment_finished,book_gender,user_favorite_gender_1,user_favorite_gender_2,user_favorite_gender_3,user_favorite_gender_4,user_favorite_gender_5,user_favorite_gender_6,hybrid_nudge,influencer_nudge,increase_salience_nudge,loss_aversion_nudge,book_title,city
Recommendation Added To Favorites List,18927541-1a00-4f10-935c-64235d524aee,1644619816,12/02/2022 04:20:16,338,5,2,4,6,66,,Não Ficção,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Lady Killers: Assassinas em Série: As mulheres mais letais da história - Em uma edição igualmente matadora,Goiânia
Recommendation Added To Favorites List,18927541-1a00-4f10-935c-64235d524aee,1644619856,12/02/2022 04:20:56,378,5,2,4,18,95,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,,,,,,,O Ódio que Você Semeia,Goiânia
Recommendation Added To Favorites List,18927541-1a00-4f10-935c-64235d524aee,1644619864,12/02/2022 04:21:04,386,5,2,4,20,79,,Fantasia,Fantasia,Juvenil,Não ficção,Romance,,,,,,,Trono de Vidro: Império de Tempestades (Vol. 5): Tomo Único,Goiânia
Recommendation Added To Favorites List,18927541-1a00-4f10-935c-64235d524aee,1644619866,12/02/2022 04:21:06,388,5,2,4,21,38,,Suspense,Fantasia,Juvenil,Não ficção,Romance,,,,,87% dos leitores classificaram como 5 estrelas,,Verity,Goiânia
Last Position,18927541-1a00-4f10-935c-64235d524aee,,,,,,,21,,,,,,,,,,,,,,,
First App Open,18927541-1a00-4f10-935c-64235d524aee,1644619369,12/02/2022 04:12:49,,,,,,,,,,,,,,,,,,,,Goiânia
Experiment Ended,18927541-1a00-4f10-935c-64235d524aee,1644619866,12/02/2022 04:21:06,,,,,,,TRUE,,,,,,,,,,,,,Goiânia
Experiment Ended,18927541-1a00-4f10-935c-64235d524aee,1644619870,12/02/2022 04:21:10,,,,,,,TRUE,,,,,,,,,,,,,Goiânia
Experiment Ended,18927541-1a00-4f10-935c-64235d524aee,1644619873,12/02/2022 04:21:13,,,,,,,TRUE,,,,,,,,,,,,,Goiânia
Experiment Ended,18927541-1a00-4f10-935c-64235d524aee,1644619877,12/02/2022 04:21:17,,,,,,,TRUE,,,,,,,,,,,,,Goiânia
User Selected Preferred Genres,18cee2e0-e461-4c23-bfde-1284427706e2,1644683567,12/02/2022 22:02:47,,5,2,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,Pelotas
Recommendation Added To Favorites List,18cee2e0-e461-4c23-bfde-1284427706e2,1644683740,12/02/2022 22:05:40,173,5,2,3,2,46,,Suspense,Fantasia,Romance,Suspense,,,,,,,,Deixada Para Trás,Pelotas
Recommendation Added To Favorites List,18cee2e0-e461-4c23-bfde-1284427706e2,1644683586,12/02/2022 22:03:06,19,5,2,3,2,13,,Romance,Fantasia,Romance,Suspense,,,,,,,,O acordo,Pelotas
Recommendation Added To Favorites List,18cee2e0-e461-4c23-bfde-1284427706e2,1644683598,12/02/2022 22:03:18,31,5,2,3,5,23,,Juvenil,Fantasia,Romance,Suspense,,,,,,87% dos leitores classificaram como 5 estrelas,,A rainha vermelha,Pelotas
Recommendation Added To Favorites List,18cee2e0-e461-4c23-bfde-1284427706e2,1644683617,12/02/2022 22:03:37,50,5,2,3,13,17,,Juvenil,Fantasia,Romance,Suspense,,,,,,87% dos leitores classificaram como 5 estrelas,,A Seleção: 1,Pelotas
Recommendation Added To Favorites List,18cee2e0-e461-4c23-bfde-1284427706e2,1644683640,12/02/2022 22:04:00,73,5,2,3,22,80,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,O guia definitivo do mochileiro das galáxias,Pelotas
Last Position,18cee2e0-e461-4c23-bfde-1284427706e2,,,,,,,23,,,,,,,,,,,,,,,
First App Open,18cee2e0-e461-4c23-bfde-1284427706e2,1644683544,12/02/2022 22:02:24,,,,,,,,,,,,,,,,,,,,Pelotas
Experiment Ended,18cee2e0-e461-4c23-bfde-1284427706e2,1644683740,12/02/2022 22:05:40,,,,,,,TRUE,,,,,,,,,,,,,Pelotas
Experiment Ended,18cee2e0-e461-4c23-bfde-1284427706e2,1644683744,12/02/2022 22:05:44,,,,,,,TRUE,,,,,,,,,,,,,Pelotas
Experiment Ended,18cee2e0-e461-4c23-bfde-1284427706e2,1644683752,12/02/2022 22:05:52,,,,,,,TRUE,,,,,,,,,,,,,Pelotas
Experiment Ended,18cee2e0-e461-4c23-bfde-1284427706e2,1644861721,14/02/2022 23:32:01,,,,,,,TRUE,,,,,,,,,,,,,Pelotas
User Selected Preferred Genres,19711f1c-0794-4c36-9811-a96868d6b72f,1644721715,13/02/2022 08:38:35,,4,3,3,,,,,Não ficção,Romance,Suspense,,,,,,,,,Belo Horizonte
Recommendation Added To Favorites List,19711f1c-0794-4c36-9811-a96868d6b72f,1644721728,13/02/2022 08:38:48,13,4,3,3,1,56,,Terror,Não ficção,Romance,Suspense,,,,,,,Favoritado 36 vezes hoje,O Colecionador,Belo Horizonte
Recommendation Added To Favorites List,19711f1c-0794-4c36-9811-a96868d6b72f,1644721743,13/02/2022 08:39:03,28,4,3,3,3,127,,Juvenil,Não ficção,Romance,Suspense,,,,90% favoritaram esse livro,,,,Decifra-me,Belo Horizonte
Recommendation Added To Favorites List,19711f1c-0794-4c36-9811-a96868d6b72f,1644721791,13/02/2022 08:39:51,76,4,3,3,22,115,,Suspense,Não ficção,Romance,Suspense,,,,,,,,A garota na neve,Belo Horizonte
Recommendation Added To Favorites List,19711f1c-0794-4c36-9811-a96868d6b72f,1644721788,13/02/2022 08:39:48,73,4,3,3,23,90,,Fantasia,Não ficção,Romance,Suspense,,,,,Indicado por Obama,,,1984: Edição com Postais + Marcador,Belo Horizonte
Last Position,19711f1c-0794-4c36-9811-a96868d6b72f,,,,,,,23,,,,,,,,,,,,,,,
First App Open,19711f1c-0794-4c36-9811-a96868d6b72f,1644721681,13/02/2022 08:38:01,,,,,,,,,,,,,,,,,,,,Belo Horizonte
User Selected Preferred Genres,19b441d8-60be-4830-b194-934d1cd3d1ac,1646527139,06/03/2022 06:08:59,,5,2,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,Ponta Grossa
Recommendation Added To Favorites List,19b441d8-60be-4830-b194-934d1cd3d1ac,1646527156,59,17,5,2,3,5,61,,Não Ficção,Fantasia,Romance,Suspense,,,,,,91% dos leitores deram 5★,,Serial Killers - Anatomia do Mal: Entre na mente dos psicopatas,Ponta Grossa
Recommendation Added To Favorites List,19b441d8-60be-4830-b194-934d1cd3d1ac,1646527200,103,61,5,2,3,6,20,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,O canto mais escuro da floresta,Ponta Grossa
Recommendation Added To Favorites List,19b441d8-60be-4830-b194-934d1cd3d1ac,1646527166,06/03/2022 06:09:26,27,5,2,3,12,86,,Romance,Fantasia,Romance,Suspense,,,,,,,,É Assim que Acaba,Ponta Grossa
Recommendation Added To Favorites List,19b441d8-60be-4830-b194-934d1cd3d1ac,1646527211,06/03/2022 06:10:11,72,5,2,3,22,120,,Suspense,Fantasia,Romance,Suspense,,,,,,,,E não sobrou nenhum,Ponta Grossa
Recommendation Added To Favorites List,19b441d8-60be-4830-b194-934d1cd3d1ac,1646527180,06/03/2022 06:09:40,41,5,2,3,23,83,,Não Ficção,Fantasia,Romance,Suspense,,,,,Indicado por Bill Gates,,,A Bailarina de Auschwitz,Ponta Grossa
Last Position,19b441d8-60be-4830-b194-934d1cd3d1ac,,,,,,,23,,,,,,,,,,,,,,,
First App Open,19b441d8-60be-4830-b194-934d1cd3d1ac,1646527097,06/03/2022 06:08:17,,,,,,,,,,,,,,,,,,,,Ponta Grossa
Experiment Ended,19b441d8-60be-4830-b194-934d1cd3d1ac,1646527362,06/03/2022 06:12:42,,,,,,,TRUE,,,,,,,,,,,,,Ponta Grossa
User Selected Preferred Genres,19f423c5-4232-4b3c-ada7-48ef50ff789d,1646582981,06/03/2022 21:39:41,,5,3,3,,,,,Fantasia,Juvenil,Suspense,,,,,,,,,Igrejinha
Recommendation Added To Favorites List,19f423c5-4232-4b3c-ada7-48ef50ff789d,1646583009,06/03/2022 21:40:09,28,5,3,3,3,93,,Romance,Fantasia,Juvenil,Suspense,,,,77% dos leitores gostaram,,,,A vida invisível de Addie LaRue,Igrejinha
Recommendation Added To Favorites List,19f423c5-4232-4b3c-ada7-48ef50ff789d,1646583010,06/03/2022 21:40:10,29,5,3,3,4,134,,Suspense,Fantasia,Juvenil,Suspense,,,,,,,,A Salvação: Uma história de Vampiro,Igrejinha
Recommendation Added To Favorites List,19f423c5-4232-4b3c-ada7-48ef50ff789d,1646583017,06/03/2022 21:40:17,36,5,3,3,7,172,,Terror,Fantasia,Juvenil,Suspense,,,,,Indicado por  Neil Gaiman,,,Tempo Estranho,Igrejinha
Recommendation Added To Favorites List,19f423c5-4232-4b3c-ada7-48ef50ff789d,1646583021,06/03/2022 21:40:21,40,5,3,3,11,149,,Terror,Fantasia,Juvenil,Suspense,,,,82% dos leitores gostaram,,,,Nunca Saia Sozinho,Igrejinha
Recommendation Added To Favorites List,19f423c5-4232-4b3c-ada7-48ef50ff789d,1646583025,06/03/2022 21:40:25,44,5,3,3,12,41,,Juvenil,Fantasia,Juvenil,Suspense,,,,,,,,Ash,Igrejinha
Last Position,19f423c5-4232-4b3c-ada7-48ef50ff789d,,,,,,,13,,,,,,,,,,,,,,,
First App Open,19f423c5-4232-4b3c-ada7-48ef50ff789d,1646582908,06/03/2022 21:38:28,,,,,,,,,,,,,,,,,,,,Igrejinha
Experiment Ended,19f423c5-4232-4b3c-ada7-48ef50ff789d,1646583025,06/03/2022 21:40:25,,,,,,,TRUE,,,,,,,,,,,,,Igrejinha
User Selected Preferred Genres,1a38d366-3bf5-403c-9128-feaca537751c,1644625231,12/02/2022 05:50:31,,5,2,5,,,,,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,,Jundiaí
Recommendation Added To Favorites List,1a38d366-3bf5-403c-9128-feaca537751c,1644625493,12/02/2022 05:54:53,262,5,2,5,1,56,,Terror,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,Favoritado 36 vezes hoje,O Colecionador,Jundiaí
Recommendation Added To Favorites List,1a38d366-3bf5-403c-9128-feaca537751c,1644625502,12/02/2022 05:55:02,271,5,2,5,4,91,,Fantasia,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,O Labirinto Do Fauno,Jundiaí
Recommendation Added To Favorites List,1a38d366-3bf5-403c-9128-feaca537751c,1644625510,12/02/2022 05:55:10,279,5,2,5,8,76,,Fantasia,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,Trono de Vidro: Herdeira do fogo (Vol. 3),Jundiaí
Recommendation Added To Favorites List,1a38d366-3bf5-403c-9128-feaca537751c,1644625516,12/02/2022 05:55:16,285,5,2,5,11,51,,Terror,Fantasia,Juvenil,Não ficção,Romance,Suspense,,90% favoritaram esse livro,,,,O médico e o monstro,Jundiaí
Recommendation Added To Favorites List,1a38d366-3bf5-403c-9128-feaca537751c,1644625535,12/02/2022 05:55:35,304,5,2,5,20,101,,Romance,Fantasia,Juvenil,Não ficção,Romance,Suspense,,,,,,O Rouxinol,Jundiaí
Last Position,1a38d366-3bf5-403c-9128-feaca537751c,,,,,,,20,,,,,,,,,,,,,,,
First App Open,1a38d366-3bf5-403c-9128-feaca537751c,1644625188,12/02/2022 05:49:48,,,,,,,,,,,,,,,,,,,,Jundiaí
Experiment Ended,1a38d366-3bf5-403c-9128-feaca537751c,1644625535,12/02/2022 05:55:35,,,,,,,TRUE,,,,,,,,,,,,,Jundiaí
User Selected Preferred Genres,1a803b23-319c-4fa8-a389-da55b37b8fc1,1644667406,12/02/2022 17:33:26,,5,2,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Monte Belo
Recommendation Detail Added To Favorites List,1a803b23-319c-4fa8-a389-da55b37b8fc1,1644667570,12/02/2022 17:36:10,164,5,2,3,15,108,,Terror,Fantasia,Juvenil,Romance,,,,,Indicado por  Neil Gaiman,,,Tempo Estranho,Monte Belo
Recommendation Detail Added To Favorites List,1a803b23-319c-4fa8-a389-da55b37b8fc1,1644667479,12/02/2022 17:34:39,73,5,2,3,23,106,,Suspense,Fantasia,Juvenil,Romance,,,,,Indicado por George R R Martin,,,O Chamado do Cuco,Monte Belo
Recommendation Added To Favorites List,1a803b23-319c-4fa8-a389-da55b37b8fc1,1644667411,12/02/2022 17:33:31,5,5,2,3,0,23,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,A rainha vermelha,Monte Belo
Recommendation Added To Favorites List,1a803b23-319c-4fa8-a389-da55b37b8fc1,1644667427,12/02/2022 17:33:47,21,5,2,3,14,17,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,A Seleção: 1,Monte Belo
Recommendation Added To Favorites List,1a803b23-319c-4fa8-a389-da55b37b8fc1,1644667432,12/02/2022 17:33:52,26,5,2,3,16,86,,Fantasia,Fantasia,Juvenil,Romance,,,,,,,,Em Algum Lugar nas Estrelas: Uma oportunidade de voltarmos à infância,Monte Belo
Last Position,1a803b23-319c-4fa8-a389-da55b37b8fc1,,,,,,,23,,,,,,,,,,,,,,,
First App Open,1a803b23-319c-4fa8-a389-da55b37b8fc1,1644667364,12/02/2022 17:32:44,,,,,,,,,,,,,,,,,,,,Monte Belo
Experiment Ended,1a803b23-319c-4fa8-a389-da55b37b8fc1,1644667570,12/02/2022 17:36:10,,,,,,,TRUE,,,,,,,,,,,,,Monte Belo
User Selected Preferred Genres,1c743e55-fdab-4b5e-9ac6-8018f5ac0aa1,1646575524,06/03/2022 19:35:24,,5,3,3,,,,,Fantasia,Romance,Suspense,,,,,,,,,Macapa
Recommendation Added To Favorites List,1c743e55-fdab-4b5e-9ac6-8018f5ac0aa1,1646575678,06/03/2022 19:37:58,154,5,3,3,9,69,,Não Ficção,Fantasia,Romance,Suspense,,,,,,,Favoritado 63 vezes hoje!,Enquanto eu respirar,Macapa
Recommendation Added To Favorites List,1c743e55-fdab-4b5e-9ac6-8018f5ac0aa1,1646575686,06/03/2022 19:38:06,162,5,3,3,11,39,,Juvenil,Fantasia,Romance,Suspense,,,,85% dos leitores gostaram,,,,O príncipe cruel (Vol. 1 O Povo do Ar),Macapa
Recommendation Added To Favorites List,1c743e55-fdab-4b5e-9ac6-8018f5ac0aa1,1646575678,06/03/2022 19:37:58,154,5,3,3,20,1,,Fantasia,Fantasia,Romance,Suspense,,,,,,,,Trono de vidro (Vol. 1),Macapa
Recommendation Added To Favorites List,1c743e55-fdab-4b5e-9ac6-8018f5ac0aa1,1646575678,06/03/2022 19:37:58,154,5,3,3,21,32,,Juvenil,Fantasia,Romance,Suspense,,,,,,81% dos leitores deram 5★,,A rainha vermelha,Macapa
Recommendation Added To Favorites List,1c743e55-fdab-4b5e-9ac6-8018f5ac0aa1,1646575593,06/03/2022 19:36:33,69,5,3,3,22,133,,Suspense,Fantasia,Romance,Suspense,,,,,,,,A garota na neve,Macapa
Last Position,1c743e55-fdab-4b5e-9ac6-8018f5ac0aa1,,,,,,,23,,,,,,,,,,,,,,,
First App Open,1c743e55-fdab-4b5e-9ac6-8018f5ac0aa1,1646575499,06/03/2022 19:34:59,,,,,,,,,,,,,,,,,,,,Macapa
Experiment Ended,1c743e55-fdab-4b5e-9ac6-8018f5ac0aa1,1646575686,06/03/2022 19:38:06,,,,,,,TRUE,,,,,,,,,,,,,Macapa
User Selected Preferred Genres,1d035116-394a-4a72-a8ef-a46670be7969,1644668838,12/02/2022 17:57:18,,5,1,3,,,,,Fantasia,Suspense,Terror,,,,,,,,,Ipora
Recommendation Detail Added To Favorites List,1d035116-394a-4a72-a8ef-a46670be7969,1644668942,12/02/2022 17:59:02,104,5,1,3,12,43,,Suspense,Fantasia,Suspense,Terror,,,,,,87% dos leitores classificaram como 5 estrelas,,O Clube do Crime das Quintas-Feiras,Ipora
Recommendation Detail Added To Favorites List,1d035116-394a-4a72-a8ef-a46670be7969,1644668977,12/02/2022 17:59:37,139,5,1,3,20,88,,Fantasia,Fantasia,Suspense,Terror,,,,,,,Favoritado 36 vezes hoje,Depois,Ipora
Recommendation Added To Favorites List,1d035116-394a-4a72-a8ef-a46670be7969,1644668843,12/02/2022 17:57:23,5,5,1,3,1,1,,Romance,Fantasia,Suspense,Terror,,,,,,,Favoritado 36 vezes hoje,É Assim que Acaba,Ipora
Recommendation Added To Favorites List,1d035116-394a-4a72-a8ef-a46670be7969,1644668857,12/02/2022 17:57:37,19,5,1,3,4,81,,Fantasia,Fantasia,Suspense,Terror,,,,,,,,A maldição do mar,Ipora
Recommendation Added To Favorites List,1d035116-394a-4a72-a8ef-a46670be7969,1644668863,12/02/2022 17:57:43,25,5,1,3,8,44,,Suspense,Fantasia,Suspense,Terror,,,,,,,,Assassinato no Expresso do Oriente,Ipora
Last Position,1d035116-394a-4a72-a8ef-a46670be7969,,,,,,,20,,,,,,,,,,,,,,,
First App Open,1d035116-394a-4a72-a8ef-a46670be7969,1644668788,12/02/2022 17:56:28,,,,,,,,,,,,,,,,,,,,Ipora
Experiment Ended,1d035116-394a-4a72-a8ef-a46670be7969,1644668977,12/02/2022 17:59:37,,,,,,,TRUE,,,,,,,,,,,,,Ipora
User Selected Preferred Genres,1d1714ac-707c-48ae-b643-6cdb9534aeb6,1644880592,15/02/2022 04:46:32,,5,3,4,,,,,Fantasia,Juvenil,Romance,Terror,,,,,,,,Londrina
Recommendation Added To Favorites List,1d1714ac-707c-48ae-b643-6cdb9534aeb6,1644880613,15/02/2022 04:46:53,21,5,3,4,5,71,,Não Ficção,Fantasia,Juvenil,Romance,Terror,,,,,87% dos leitores classificaram como 5 estrelas,,BTK Profile: Máscara da Maldade,Londrina
Recommendation Added To Favorites List,1d1714ac-707c-48ae-b643-6cdb9534aeb6,1644880619,15/02/2022 04:46:59,27,5,3,4,8,58,,Terror,Fantasia,Juvenil,Romance,Terror,,,,,,,Edgar Allan Poe - Medo Clássico: Sinta o medo clássico,Londrina
Recommendation Added To Favorites List,1d1714ac-707c-48ae-b643-6cdb9534aeb6,1644880630,15/02/2022 04:47:10,38,5,3,4,13,33,,Suspense,Fantasia,Juvenil,Romance,Terror,,,,,87% dos leitores classificaram como 5 estrelas,,A paciente silenciosa,Londrina
Recommendation Added To Favorites List,1d1714ac-707c-48ae-b643-6cdb9534aeb6,1644880635,15/02/2022 04:47:15,43,5,3,4,15,115,,Suspense,Fantasia,Juvenil,Romance,Terror,,,,Indicado por George R R Martin,,,A garota na neve,Londrina
Recommendation Added To Favorites List,1d1714ac-707c-48ae-b643-6cdb9534aeb6,1644880639,15/02/2022 04:47:19,47,5,3,4,18,1,,Romance,Fantasia,Juvenil,Romance,Terror,,,,,,,É Assim que Acaba,Londrina
Last Position,1d1714ac-707c-48ae-b643-6cdb9534aeb6,,,,,,,18,,,,,,,,,,,,,,,
First App Open,1d1714ac-707c-48ae-b643-6cdb9534aeb6,1644880570,15/02/2022 04:46:10,,,,,,,,,,,,,,,,,,,,Londrina
Experiment Ended,1d1714ac-707c-48ae-b643-6cdb9534aeb6,1644880639,15/02/2022 04:47:19,,,,,,,TRUE,,,,,,,,,,,,,Londrina
User Selected Preferred Genres,1dc9a869-e027-4f57-a43f-437f928249a0,1644632782,12/02/2022 07:56:22,,5,0,2,,,,,Fantasia,Romance,,,,,,,,,,Votuporanga
Recommendation Added To Favorites List,1dc9a869-e027-4f57-a43f-437f928249a0,1644632786,12/02/2022 07:56:26,4,5,0,2,0,1,,Romance,Fantasia,Romance,,,,,,,,,É Assim que Acaba,Votuporanga
Recommendation Added To Favorites List,1dc9a869-e027-4f57-a43f-437f928249a0,1644632790,12/02/2022 07:56:30,8,5,0,2,4,83,,Fantasia,Fantasia,Romance,,,,,,,,,Sombra e Ossos,Votuporanga
Recommendation Added To Favorites List,1dc9a869-e027-4f57-a43f-437f928249a0,1644632794,12/02/2022 07:56:34,12,5,0,2,8,102,,Romance,Fantasia,Romance,,,,,,,,,Daisy Jones & The Six,Votuporanga
Recommendation Added To Favorites List,1dc9a869-e027-4f57-a43f-437f928249a0,1644632801,12/02/2022 07:56:41,19,5,0,2,18,11,,Romance,Fantasia,Romance,,,,,,,,,Mil beijos de garoto,Votuporanga
Recommendation Added To Favorites List,1dc9a869-e027-4f57-a43f-437f928249a0,1644632833,12/02/2022 07:57:13,51,5,0,2,22,10,,Romance,Fantasia,Romance,,,,,,,,,Malibu renasce,Votuporanga
Last Position,1dc9a869-e027-4f57-a43f-437f928249a0,,,,,,,23,,,,,,,,,,,,,,,
First App Open,1dc9a869-e027-4f57-a43f-437f928249a0,1644632749,12/02/2022 07:55:49,,,,,,,,,,,,,,,,,,,,Votuporanga
Experiment Ended,1dc9a869-e027-4f57-a43f-437f928249a0,1644632833,12/02/2022 07:57:13,,,,,,,TRUE,,,,,,,,,,,,,Votuporanga
Experiment Ended,1dc9a869-e027-4f57-a43f-437f928249a0,1644632840,12/02/2022 07:57:20,,,,,,,TRUE,,,,,,,,,,,,,Votuporanga
Experiment Ended,1dc9a869-e027-4f57-a43f-437f928249a0,1644632844,12/02/2022 07:57:24,,,,,,,TRUE,,,,,,,,,,,,,Votuporanga
User Selected Preferred Genres,1e106d7a-13b9-4d93-b982-38d4d57d699f,1644638818,12/02/2022 09:36:58,,5,1,3,,,,,Fantasia,Juvenil,Romance,,,,,,,,,Joinville
Recommendation Added To Favorites List,1e106d7a-13b9-4d93-b982-38d4d57d699f,1644638902,12/02/2022 09:38:22,84,5,1,3,1,40,,Suspense,Fantasia,Juvenil,Romance,,,,,,,8 pessoas estão olhando esse livro,Gente Ansiosa + MARCADOR + PORTA-MARCADOR,Joinville
Recommendation Added To Favorites List,1e106d7a-13b9-4d93-b982-38d4d57d699f,1644638865,12/02/2022 09:37:45,47,5,1,3,8,8,,Romance,Fantasia,Juvenil,Romance,,,,,,,,A vida invisível de Addie LaRue,Joinville
Recommendation Added To Favorites List,1e106d7a-13b9-4d93-b982-38d4d57d699f,1644638871,12/02/2022 09:37:51,53,5,1,3,10,11,,Romance,Fantasia,Juvenil,Romance,,,,,,,,Mil beijos de garoto,Joinville
Recommendation Added To Favorites List,1e106d7a-13b9-4d93-b982-38d4d57d699f,1644638883,12/02/2022 09:38:03,65,5,1,3,18,29,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,"Heartstopper: Dois garotos, um encontro (vol. 1)",Joinville
Recommendation Added To Favorites List,1e106d7a-13b9-4d93-b982-38d4d57d699f,1644638887,12/02/2022 09:38:07,69,5,1,3,20,25,,Juvenil,Fantasia,Juvenil,Romance,,,,,,,,Conectadas,Joinville
Last Position,1e106d7a-13b9-4d93-b982-38d4d57d699f,,,,,,,23,,,,,,,,,,,,,,,
First App Open,1e106d7a-13b9-4d93-b982-38d4d57d699f,1644638792,12/02/2022 09:36:32,,,,,,,,,,,,,,,,,,,,Joinville
Experiment Ended,1e106d7a-13b9-4d93-b982-38d4d57d699f,1644638902,12/02/2022 09:38:22,,,,,,,TRUE,,,,,,,,,,,,,Joinville
User Selected Preferred Genres,1e48c718-b078-403e-ace9-e79865c4619b,1644917904,15/02/2022 15:08:24,,4,1,4,,,,,Fantasia,Juvenil,Não ficção,Romance,,,,,,,,São Paulo
Recommendation Detail Added To Favorites List,1e48c718-b078-403e-ace9-e79865c4619b,1644917999,15/02/2022 15:09:59,95,4,1,4,3,52,,Terror,Fantasia,Juvenil,Não ficção,Romance,,,90% favoritaram esse livro,,,,O Retrato de Dorian Gray,São Paulo
Recommendation Detail Added To Favorites List,1e48c718-b078-403e-ace9-e79865c4619b,1644918031,15/02/2022 15:10:31,127,4,1,4,6,30,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,,,,Indicado por Emma Watson,,,O príncipe cruel (Vol. 1 O Povo do Ar),São Paulo
Recommendation Added To Favorites List,1e48c718-b078-403e-ace9-e79865c4619b,1644918050,15/02/2022 15:10:50,146,4,1,4,6,153,,Romance,Fantasia,Juvenil,Não ficção,Romance,,,,,,,O conde enfeitiçado – Edição Luxo,São Paulo
Recommendation Added To Favorites List,1e48c718-b078-403e-ace9-e79865c4619b,1644917929,15/02/2022 15:08:49,25,4,1,4,8,17,,Juvenil,Fantasia,Juvenil,Não ficção,Romance,,,,,,,A Seleção: 1,São Paulo
Last Position,1e48c718-b078-403e-ace9-e79865c4619b,,,,,,,23,,,,,,,,,,,,,,,
First App Open,1e48c718-b078-403e-ace9-e79865c4619b,1644917858,15/02/2022 15:07:38,,,,,,,,,,,,,,,,,,,,São Paulo
Experiment Ended,1e48c718-b078-403e-ace9-e79865c4619b,1644918119,15/02/2022 15:11:59,,,,,,,TRUE,,,,,,,,,,,,,São Paulo
Experiment Ended,1e48c718-b078-403e-ace9-e79865c4619b,1645003288,16/02/2022 14:51:28,,,,,,,TRUE,,,,,,,,,,,,,Ribeirão Preto
User Selected Preferred Genres,1f4c4650-6113-4058-981b-3ace1e4bb318,1644619543,12/02/2022 04:15:43,,5,1,4,,,,,Fantasia,Não ficção,Romance,Suspense,,,,,,,,Campina Grande
Recommendation Added To Favorites List,1f4c4650-6113-4058-981b-3ace1e4bb318,1644619547,12/02/2022 04:15:47,4,5,1,4,0,7,,Romance,Fantasia,Não ficção,Romance,Suspense,,,,,,,"novembro, 9",Campina Grande
Recommendation Added To Favorites List,1f4c4650-6113-4058-981b-3ace1e4bb318,1644619551,12/02/2022 04:15:51,8,5,1,4,4,11,,Romance,Fantasia,Não ficção,Romance,Suspense,,,,,,,Mil beijos de garoto,Campina Grande
Recommendation Added To Favorites List,1f4c4650-6113-4058-981b-3ace1e4bb318,1644619553,12/02/2022 04:15:53,10,5,1,4,5,59,,Terror,Fantasia,Não ficção,Romance,Suspense,,,,,87% dos leitores classificaram como 5 estrelas,,A ilha do tesouro,Campina Grande
Recommendation Added To Favorites List,1f4c4650-6113-4058-981b-3ace1e4bb318,1644619554,12/02/2022 04:15:54,11,5,1,4,6,39,,Suspense,Fantasia,Não ficção,Romance,Suspense,,,,,,,Box Sherlock Holmes,Campina Grande
Recommendation Added To Favorites List,1f4c4650-6113-4058-981b-3ace1e4bb318,1644619556,12/02/2022 04:15:56,13,5,1,4,8,78,,Fantasia,Fantasia,Não ficção,Romance,Suspense,,,,,,,Nunca Saia Sozinho,Campina Grande
Last Position,1f4c4650-6113-4058-981b-3ace1e4bb318,,,,,,,8,,,,,,,,,,,,,,,
First App Open,1f4c4650-6113-4058-981b-3ace1e4bb318,1644619501,12/02/2022 04:15:01,,,,,,,,,,,,,,,,,,,,Campina Grande
Experiment Ended,1f4c4650-6113-4058-981b-3ace1e4bb318,1644619556,12/02/2022 04:15:56,,,,,,,TRUE,,,,,,,,,,,,,Campina Grande
Experiment Ended,1f4c4650-6113-4058-981b-3ace1e4bb318,1644711805,13/02/2022 05:53:25,,,,,,,TRUE,,,,,,,,,,,,,Campina Grande
User Selected Preferred Genres,1f5a6cab-8da5-4eeb-a346-938dbfab33bc,1644660763,12/02/2022 15:42:43,,5,1,4,,,,,Fantasia,Juvenil,Romance,Suspense,,,,,,,,Arapiraca
Recommendation Added To Favorites List,1f5a6cab-8da5-4eeb-a346-938dbfab33bc,1644660770,12/02/2022 15:42:50,7,5,1,4,0,23,,Juvenil,Fantasia,Juvenil,Romance,Suspense,,,,,,,A rainha vermelha,Arapiraca
Recommendation Added To Favorites List,1f5a6cab-8da5-4eeb-a346-938dbfab33bc,1644660774,12/02/2022 15:42:54,11,5,1,4,4,37,,Suspense,Fantasia,Juvenil,Romance,Suspense,,,,,,,A Última Festa,Arapiraca
